Male contributing family workers (%),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Grenada,,,,,,,,,,,,,,,,,1.10000002384186,,0.69999998807907,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,21.2999992370605,,,,,
Guyana,,,,,,,,,,,,,10.1000003814697,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,12.3000001907349,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,,,11.3000001907349,11.3000001907349,9.69999980926514,,9.69999980926514,10.1999998092651,13.8999996185303,12.3999996185303,11.8999996185303,12.1999998092651,,12.1999998092651,12.8999996185303,9,13.6999998092651,12.1000003814697,,
"Hong Kong, China",,,,,,,,,,,,,,0.20000000298023,0.20000000298023,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.10000000149012,0.10000000149012
Hungary,,,,,,,,,,,,,0.69999998807907,0.60000002384186,0.60000002384186,0.69999998807907,0.69999998807907,0.69999998807907,0.5,0.5,0.40000000596046,0.40000000596046,0.30000001192093,0.40000000596046,0.20000000298023,0.30000001192093,0.30000001192093,0.30000001192093
Iceland,,,,,,,,,,,,2.09999990463257,2.40000009536743,2.70000004768372,1.20000004768372,0.80000001192093,0.10000000149012,0.40000000596046,0.30000001192093,0.40000000596046,0.20000000298023,0.40000000596046,0.20000000298023,0,0,0.10000000149012,0.20000000298023,0.10000000149012
Indonesia,,,,,,,,,,,,,,,,,,,,,,,7,8.5,7.5,7.69999980926514,7.69999980926514,7.80000019073486
Iran,,,,,,,,,,,,,,,,,3.40000009536743,,,,,,,,,7.19999980926514,,5.40000009536743
Ireland,,,,,,1.89999997615814,1.5,2.29999995231628,2.20000004768372,2.09999990463257,2,1.5,1.29999995231628,1.29999995231628,1.20000004768372,1,0.80000001192093,0.89999997615814,0.89999997615814,1,0.89999997615814,0.80000001192093,0.69999998807907,0.69999998807907,0.60000002384186,0.60000002384186,0.30000001192093,0.40000000596046
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.10000000149012,0.10000000149012
Italy,2.59999990463257,2.70000004768372,2.59999990463257,2.70000004768372,2.79999995231628,2.79999995231628,2.79999995231628,2.70000004768372,2.59999990463257,2.40000009536743,2.29999995231628,2.40000009536743,2.40000009536743,2.79999995231628,2.79999995231628,2.79999995231628,2.70000004768372,2.79999995231628,3,2.59999990463257,2.79999995231628,3,3,3,1.79999995231628,1.20000004768372,1.29999995231628,1.29999995231628
Jamaica,,,,,,,,,,,,2.09999990463257,2.20000004768372,1.5,1.70000004768372,2,1.60000002384186,1.29999995231628,1.29999995231628,1.60000002384186,1.29999995231628,1.10000002384186,0.69999998807907,0.69999998807907,0.5,0.40000000596046,0.5,
Japan,3.29999995231628,3.20000004768372,3,3,2.90000009536743,2.79999995231628,2.70000004768372,2.59999990463257,2.59999990463257,2.59999990463257,2.5,2.29999995231628,2.09999990463257,2,1.89999997615814,1.79999995231628,1.70000004768372,1.70000004768372,1.70000004768372,1.70000004768372,1.70000004768372,1.60000002384186,1.60000002384186,1.60000002384186,1.60000002384186,1.5,1.20000004768372,1.10000002384186
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,0.89999997615814,0.69999998807907,0.80000001192093,1,,,
"Korea, Rep.",7.30000019073486,7.40000009536743,6.69999980926514,5.80000019073486,4.69999980926514,4.40000009536743,4.30000019073486,3.70000004768372,3.09999990463257,2.79999995231628,2.5,2.20000004768372,2.09999990463257,2,1.79999995231628,1.60000002384186,1.60000002384186,1.5,1.79999995231628,1.89999997615814,2,1.89999997615814,1.70000004768372,1.29999995231628,1.29999995231628,1.29999995231628,1.20000004768372,1.20000004768372
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,6.5,9.39999961853027,9.60000038146973,10.1000003814697,8.80000019073486,
Laos,,,,,,,,,,,,,,,,29.1000003814697,,,,,,,,,,,,
Latvia,,,,,,,,,,,,,,,,,3.79999995231628,5.30000019073486,4.69999980926514,4.59999990463257,3.5,4.40000009536743,4.19999980926514,3.5,2.90000009536743,2.5,1.60000002384186,1.5
Lesotho,,,,,,,,15.1999998092651,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,2.70000004768372,3.20000004768372,3.5,2.59999990463257,2.79999995231628,2.79999995231628,2.79999995231628,2.59999990463257,2.09999990463257,1.29999995231628,1.10000002384186
"Macao, China",,,,,,,,,,,,,,,,,0.30000001192093,0.20000000298023,0.30000001192093,0.30000001192093,0.20000000298023,0.20000000298023,0.30000001192093,0.5,0.30000001192093,0.20000000298023,0.10000000149012,0.10000000149012
Madagascar,,,,,,,,,,,,,,24.2999992370605,,,,,,,,,,29.7000007629394,,32.0999984741211,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,,,,,,,,,,,,2.40000009536743,,,,3.29999995231628,3,2.70000004768372,3,3.29999995231628,2.70000004768372,2.29999995231628,2.09999990463257,2.20000004768372,2.40000009536743,2.29999995231628,2.79999995231628,2.70000004768372
Maldives,,,,,,,,,,,4,,,,,4.09999990463257,,,,,1.29999995231628,,,,,,,
Mali,,,,,,,,,,,,,,,61.5,,,,,,,,,,18.3999996185303,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Marshall Islands,,,,,,,,,,,,,,,,,,,,1.39999997615814,,,,,,,,
Mauritius,,,,,,,,,,,1.5,,,,,1.60000002384186,,,,,0.5,,,,0.80000001192093,0.89999997615814,0.69999998807907,0.89999997615814
Mexico,,,,,,,,,,,2.90000009536743,11.1000003814697,9.39999961853027,12.1999998092651,9.89999961853027,9.19999980926514,9.10000038146973,8.89999961853027,7.90000009536743,7.40000009536743,6.09999990463257,6,6.30000019073486,6,5.69999980926514,5.5,5,4.90000009536743
Mongolia,,,,,,,,,,,,,,,,,,,,,14,,,18.3999996185303,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,1.89999997615814,,
Montserrat,,,,,,,,,,,,1.10000002384186,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,,16.7999992370605,,,,,21.3999996185303,5.5,5.59999990463257,22.2000007629395,21.6000003814697,23.1000003814697,22.7999992370605,17,
Namibia,,,,,,,,,,,,,,,14.5,,,6.40000009536743,,,2.59999990463257,12.8000001907349,,,3.20000004768372,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,5.69999980926514,,,,,,
Netherlands,,,,,,,,,,,,,,,,0.40000000596046,0.5,0.30000001192093,0.20000000298023,0.20000000298023,0.30000001192093,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023
Netherlands Antilles,,,,,,,,,,,,1.29999995231628,0.60000002384186,0.60000002384186,0.60000002384186,0.5,0.30000001192093,0.30000001192093,0.69999998807907,,0.10000000149012,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,0.30000001192093,,,,,,,,,,,
New Zealand,,0.20000000298023,,,,,0.5,0.40000000596046,0.30000001192093,0.5,0.69999998807907,0.80000001192093,0.69999998807907,0.69999998807907,0.60000002384186,0.69999998807907,0.69999998807907,0.60000002384186,0.5,0.60000002384186,0.5,0.60000002384186,0.60000002384186,0.5,0.30000001192093,0.40000000596046,0.60000002384186,0.80000001192093
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,3.09999990463257,14.8000001907349,14.3999996185303,14.5,12.1999998092651,
Norway,2.79999995231628,2.20000004768372,2,1.79999995231628,2.20000004768372,1.29999995231628,1.89999997615814,1.60000002384186,1.79999995231628,1.70000004768372,1.60000002384186,1.39999997615814,0.89999997615814,0.69999998807907,0.69999998807907,0.60000002384186,0.60000002384186,0.40000000596046,0.40000000596046,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.30000001192093,0.30000001192093,0.20000000298023,0.20000000298023,0.20000000298023
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,17.2000007629395,17.2000007629395,15.1000003814697,15.6999998092651,15.6999998092651,16.7000007629395,16.7000007629395,16.3999996185303,16.3999996185303,18.2999992370605,18.2999992370605,19.1000003814697,18.6000003814697
Panama,,,6.5,4.69999980926514,5.5,5.69999980926514,5.80000019073486,7.19999980926514,8.30000019073486,7.69999980926514,,,5.5,4.90000009536743,4.09999990463257,4.5,4.5,3.79999995231628,3.20000004768372,2.90000009536743,3,3.40000009536743,2.90000009536743,3.09999990463257,2.79999995231628,2.79999995231628,2.79999995231628,2.29999995231628
Paraguay,,,,,,,,,,,0.40000000596046,,,,,,,9.10000038146973,,,10.5,,13.6000003814697,10.8999996185303,,,,10.8000001907349
Peru,,,,,,,,,,,2.79999995231628,2.09999990463257,2.09999990463257,3.20000004768372,3.70000004768372,2.79999995231628,5.09999990463257,4.80000019073486,4.5,4,4.90000009536743,4.69999980926514,5.19999980926514,5.80000019073486,6.69999980926514,5.59999990463257,5.40000009536743,4.69999980926514
Philippines,,,,,,,,,,,,,,,,,,,9.89999961853027,9.69999980926514,9.60000038146973,10.1999998092651,9.80000019073486,8.39999961853027,8.19999980926514,8.89999961853027,9.30000019073486,9
Poland,,,,,,,,,,,,,5.5,5.5,4.80000019073486,4.59999990463257,4.69999980926514,4,3.59999990463257,3.09999990463257,3.59999990463257,4,4.30000019073486,4,4.09999990463257,3.79999995231628,3.20000004768372,2.79999995231628
Portugal,,,,,,,,,,,,,1.29999995231628,1.39999997615814,1.60000002384186,1.5,1.39999997615814,1.20000004768372,1.60000002384186,1.5,1.5,1.10000002384186,1,1,0.89999997615814,0.89999997615814,0.69999998807907,0.69999998807907
Puerto Rico,,,,,,,,,,,,0.30000001192093,0.20000000298023,0.20000000298023,0.5,0.30000001192093,0.20000000298023,0.10000000149012,0.10000000149012,0,0.10000000149012,0.20000000298023,0.20000000298023,0.10000000149012,0.10000000149012,0.10000000149012,0,0
Qatar,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,
Moldova,,,,,,,,,,,,,,,,,,,,5.30000019073486,5.5,4.69999980926514,4.69999980926514,1.29999995231628,0.5,0.80000001192093,1.60000002384186,1.29999995231628
Romania,,,,,,,,,,,0,3.5,6.40000009536743,7.19999980926514,7.5,6.80000019073486,8.10000038146973,8.89999961853027,9.5,10,10.6000003814697,10.3999996185303,8.10000038146973,7.80000019073486,7.69999980926514,7.80000019073486,7.40000009536743,6.5
Russia,,,,,,,,,,,,,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.20000000298023,0.10000000149012,0.10000000149012,0.20000000298023,0.20000000298023,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012
Rwanda,,,,,,,,,,,,,,,,,32.7000007629394,,,,,,,,,,,
Saint Kitts and Nevis,,,,,,,,,,,,0.69999998807907,,,,,,,,,,0.5,,,,,,
Saint Lucia,,,,,,,,,,,,,,1.70000004768372,1.20000004768372,0.89999997615814,1.79999995231628,1.5,1,0.60000002384186,0.5,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,2.09999990463257,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,0.20000000298023,0.20000000298023,0.10000000149012,0.10000000149012,0.10000000149012,,0,0,0,0,0,0,0
Sao Tome and Principe,,,,,,,,,,,,0.80000001192093,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,,25.2999992370605,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,3.40000009536743,4.09999990463257,3.59999990463257,3.09999990463257
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,14.8000001907349,,,
Singapore,,,,,,,0.89999997615814,1.20000004768372,0.69999998807907,0.5,,0.40000000596046,0.30000001192093,0.30000001192093,0.40000000596046,0.80000001192093,0.5,0.30000001192093,0.40000000596046,0.5,0.20000000298023,0.40000000596046,0.40000000596046,0.30000001192093,0.30000001192093,,0.40000000596046,0.40000000596046
Slovak Republic,,,,,,,,,,,,,,,0,0,0.10000000149012,0.10000000149012,0,0.10000000149012,0.10000000149012,0.10000000149012,0,0.10000000149012,0.10000000149012,0,0,0.10000000149012
Slovenia,,,,,,,,,,,,,,2,3.5,3,3.20000004768372,5,5.09999990463257,4.40000009536743,3.29999995231628,3.79999995231628,3.20000004768372,3.09999990463257,4.30000019073486,3.09999990463257,3.29999995231628,3.09999990463257
South Africa,,,,,,,,,,,,,,,,,,,,,,0.80000001192093,0.69999998807907,0.5,0.40000000596046,,,0.30000001192093
Spain,3.5,3.59999990463257,3.59999990463257,3.59999990463257,3.90000009536743,3.70000004768372,3.59999990463257,3.90000009536743,3.79999995231628,3.40000009536743,3,2.79999995231628,2.5,2.5,2.40000009536743,2.29999995231628,2.09999990463257,1.70000004768372,1.70000004768372,1.39999997615814,1.20000004768372,1,1,0.89999997615814,0.80000001192093,1.10000002384186,0.89999997615814,0.69999998807907
Sri Lanka,,,,,,,,,,,,,,,,,,5.5,6.80000019073486,6.19999980926514,6.5,5.5,5.30000019073486,4.19999980926514,4.5,3.20000004768372,4.40000009536743,4.40000009536743
Suriname,,,,,,,,,,,,,,,,0.30000001192093,1.60000002384186,1,0.89999997615814,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,0.80000001192093,,,,,,,,,,
Sweden,0.20000000298023,0.20000000298023,0.30000001192093,0.20000000298023,0.20000000298023,0.20000000298023,0.10000000149012,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.30000001192093,0.40000000596046,0.40000000596046,0.40000000596046,0.30000001192093,0.30000001192093,0.20000000298023,0.20000000298023,0.30000001192093,0.30000001192093,0.30000001192093,0.30000001192093,0.30000001192093,0.20000000298023,0.20000000298023,0.30000001192093
Switzerland,,,,,,,,,,,,1.70000004768372,1.60000002384186,1.89999997615814,1.89999997615814,1.79999995231628,2,1.70000004768372,1.89999997615814,1.79999995231628,1.70000004768372,1.89999997615814,1.89999997615814,1.70000004768372,1.39999997615814,1.29999995231628,1.39999997615814,1.70000004768372
Syria,,,,,,,,,,,,,,,,,,,,,,10.8000001907349,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,3,,,,,9.69999980926514,
Thailand,,,,,,,,26.7000007629395,29,28.7999992370606,27,24.7999992370605,25.5,21.5,21.6000003814697,18.5,16.2999992370605,18.1000003814697,18.3999996185303,16.5,16.3999996185303,15.6000003814697,15.8999996185303,16,14.6999998092651,13.5,13.8999996185303,14
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,6.19999980926514,6.69999980926514,7.40000009536743,9.39999961853027,7.80000019073486,7,6.40000009536743,6.40000009536743,7.09999990463257,7
Tonga,,,,,,,,,,,,,,,,,29.7000007629394,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,3.09999990463257,3.29999995231628,2.79999995231628,2.5,2,2.20000004768372,2,2.09999990463257,1.70000004768372,1.10000002384186,1.10000002384186,0.69999998807907,0.80000001192093,0.60000002384186,0.40000000596046,0.5,0.30000001192093,0.30000001192093,0.30000001192093,,
Tunisia,,,,,,,,,,5.69999980926514,,,,,1,,,,,,,,,,,,,
Turkey,,,,,,,,,13.5,13.3000001907349,13,15,14.6999998092651,14.5,14.3000001907349,13.6000003814697,13.3999996185303,12.6000003814697,11.8000001907349,12.5,10.3999996185303,10.8000001907349,9.30000019073486,8.19999980926514,8.89999961853027,7,6,5.59999990463257
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,0.20000000298023,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,19.8999996185303,10.3000001907349,,,,
Ukraine,,,,,,,,,,,,,,,,0.20000000298023,0.10000000149012,0.20000000298023,0.10000000149012,0.69999998807907,0.80000001192093,0.89999997615814,1.5,1.10000002384186,0.5,0.5,0.5,0.40000000596046
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,0.10000000149012,1.5,1.79999995231628,2,2.29999995231628,2.29999995231628,2.09999990463257,2,1.79999995231628,0.40000000596046,0.30000001192093,0.30000001192093,0.30000001192093,0.30000001192093,0.30000001192093,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.20000000298023,0.30000001192093,0.20000000298023,0.20000000298023,0.20000000298023
United States,0.30000001192093,0.20000000298023,0.30000001192093,0.20000000298023,0.20000000298023,0.20000000298023,0.10000000149012,0.20000000298023,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0.10000000149012,0,0.10000000149012
Uruguay,,,,,,,,,,,,,,,,,,,0.69999998807907,0.80000001192093,0.80000001192093,0.60000002384186,0.89999997615814,0.89999997615814,,0.69999998807907,1,0.89999997615814
Venezuela,,,,,,,,,,,,,,,1.70000004768372,1.10000002384186,1.39999997615814,0.69999998807907,1.29999995231628,1.89999997615814,1.39999997615814,1.79999995231628,1.89999997615814,2,,,0.80000001192093,0.60000002384186
Vietnam,,,,,,,,,,,,,,,,,29.5,22.8999996185303,22.2000007629395,22.5,21.2000007629395,21.8999996185303,23.6000003814697,21.8999996185303,18.8999996185303,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,9.39999961853027,6.80000019073486,5,4.5,5.19999980926514,6,6.59999990463257,7,6.40000009536743,6,6.59999990463257,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,0.30000001192093,,,,,,,,
Zambia,2.40000009536743,,,,,,,,,,27.7999992370605,17,,,,,12.8999996185303,,15.6999998092651,,25.3999996185303,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,16.3999996185303,,,13.3000001907349,,13.6999998092651,,,10.3999996185303,,,,,
