High-technology exports (% of manufactured exports),1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Belize,,,,,0,0,0.001229466616563,0,0,0,0.002459754145399,2.64304978731812,0.000019043693326,0.016326241581167,0.00778019059738,0.069737676534776,0.000271206073091,0.009925309974668,10.207066012549,0.075809046966688,0.105390595556919,0.376772380793892,,
Benin,,,,,,,,,,,0.225206600017481,1.28497003411955,0.104314163795369,0.138567304065664,1.71039510692575,0.120940186878351,0.058654476924451,0.099451406648472,0.16567672135939,,,,,
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,,,,,,,,,,,0.452829773515964,,,,,,,4.1449333892047,5.48660336729549,0.751317631707399,0.125439807855917,0.215992734509995,0.137310610162976,
Bolivia,,,,,6.7716599065054,3.89759141609369,4.3620819991838,14.0649653969851,38.2101117526023,8.04145288125967,46.9596109443926,55.2256729240862,39.9911491126883,13.5195967142083,6.87833507876308,7.89107068844582,9.20774854272092,8.93880014726752,22.2992868636962,4.67916878775417,4.43448130723349,4.93315521798412,8.61685513078352,
Bosnia and Herzegovina,,,,,,,,,,,,,,,,1.75654481928321,1.88441993978418,2.04056640621959,2.16911067684241,2.1385797906526,4.1431274922351,3.27653694476066,2.5818115687999,
Botswana,,,,,,,,,,,,,0.510234320738991,0.253829474299866,0.512387789265675,0.44942099619406,0.416845085635668,0.439827418644041,0.421133505760616,0.430120440314939,0.566611135386032,0.924868482364205,0.399678757503703,
Brazil,,6.29597793330414,6.4608784933595,5.20265281820198,4.91760213184094,3.95392092001941,4.59590046779917,4.88825562206645,6.21331420941061,7.53626361272089,9.41068423339,13.1728546670171,18.7272598749131,19.2461607295241,16.5202990318049,11.9559951190012,11.5927224252856,12.8431484816843,12.0764232711397,11.8659413226512,11.6469356522228,13.1972778587211,11.2076318528468,
Brunei,,,,,,,0.143313740829043,,,5.4869363574537,8.99905514085107,,,0.000034455329757,0.00014150884507,0.000453825246084,6.04694002890862,,6.4607181351356,,,,,
Bulgaria,,,,,,,,,3.85844901105459,3.74453796740146,2.99657108122733,2.92729881577553,2.87181906800899,2.89185894325395,4.10721414493478,4.43460826034434,4.062534663725,4.77120176788482,6.11940635599655,5.96936262002584,6.55365055491913,8.15013351882618,7.91304815603678,
Burkina Faso,,,,,,,,1.93086966926776,6.14394337475501,6.29676678480652,3.39684902505695,4.33470510948433,3.17558516671841,6.97916671243768,2.08918665157036,4.99486230534168,11.3653069317145,22.4762716993915,,5.66952009205404,0.676025451841119,0.513097165946037,7.80400790995068,
Burundi,,,,,,0.04058591368642,1.06341038634855,0.196872990946478,,,1.48859877275826,0.331964263030868,0.029389169317707,2.4131684757997,22.3436241306148,12.0886418855303,5.8742002792613,4.19278056190366,3.13824595596002,2.16469934892993,7.51500086733139,11.5369776703751,8.49565519490346,
Cambodia,,,,,,,,,,,,,0.082465587743505,0.066884001515478,0.175489734239516,0.344233418632617,0.154684072604114,0.120820122888915,0.028281857692873,0.043190323729492,0.077055297165621,0.17751981706374,0.08750548937811,
Cameroon,,,3.18774713714122,,,,,2.62888924534818,1.75872256428645,1.03481454321169,,,1.38885381452862,1.37644386253797,1.05865204647648,2.85943531922462,2.06283639416422,2.20731699632646,2.73568887949081,2.92912452895538,1.96657377936357,2.54010234250321,4.86879673843463,
Canada,10.7914155787093,12.0503516098759,13.7559358157575,15.9147325018581,14.8962976831063,13.9369809817731,13.8122313829269,14.9859286075686,15.8291716627454,15.5494326914239,15.5595216755829,14.9513806153989,18.7253448135732,16.646503480435,14.1928322122686,13.7298732680811,12.0937408755968,13.0844129939509,13.3449958531444,12.7522194517137,13.6004525690456,16.2238005547482,14.0369896665997,
Cape Verde,,,,,,,,,,0,3.55547284337415,5.9102026781378,0.8156159607117,0.927467756941302,0.029811442874839,,,0.00301148348617,0,0,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,
Central African Rep.,,,,,,0.893538539265557,0.244925744207503,0.456537281603469,0.330858668743284,0.370790447676802,0.298927225491406,0.157223778963044,0.08266469491542,1.30008568783428,0.047032434345184,0.1131572493057,0.235889745313379,0.045998672142201,0.252900304783312,0.749160201121702,0.058232880443038,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,4.68224730153397,1.99152822117225,2.36616545089513,2.37942721118031,2.14747047454752,3.33968963505137,3.66048991008471,3.3278453158512,3.67254968251618,3.23902036985582,3.4060503125051,3.17811682964656,3.77784426454949,3.50859191395055,5.01763369498921,6.42369917403154,6.37993311329991,6.48169620176876,4.89383456933535,3.39755699233226,5.48413927118024,
China,,,,,6.43504926230338,7.09482489792992,8.29180329195477,10.4318146964226,12.4171240395908,13.1241800275241,15.3563987970628,17.1996039178498,18.984379699295,20.9565152730627,23.6657147800351,27.3792531524193,30.0644587178129,30.8435979901745,30.5144315701197,26.6623727519103,25.5653110416756,27.5340415761998,27.5127042706018,
Colombia,,,,5.22392084937346,6.86188674125888,5.86206415242438,5.71005622263571,6.6710605946639,7.74342706259507,8.02107313027568,8.7768444080162,8.18049149836596,7.74042072884859,7.21109046624234,7.17301452013053,6.6150234292746,5.69438794153178,4.99117474835661,4.07588776257187,2.90919707802874,3.72376287727985,5.22002165915271,5.05631980898406,
Comoros,,,,,,,,0.78233100633995,0.091437710317718,4.73232300827422,1.14705484902629,,0.498572588802625,2.19401612749812,1.32383660936753,25.206266103832,0.076382010777418,0.074790751636695,0.62674054555833,,,,,
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",,,,,,5.05045390128096,16.0429697376059,12.7670226364545,,,,,,,,,,,,,,,,
Costa Rica,,,,,,,5.6708987664513,6.20108622596738,4.20282766963805,13.2031447898435,43.713229792363,63.4036737750249,51.7138549193457,36.3952248865403,36.5818682795615,44.8179439395753,35.7148191996084,38.0269224582496,44.7199036925896,45.3741540291631,39.4262118107073,44.1805068254008,39.9723419497936,
Cote d'Ivoire,,,,,,,,2.79725625169238,1.92022919012581,5.99490859110406,4.4629451192489,7.64787345863412,2.86501236946178,3.2617649643656,2.39980900655914,3.81237691068795,13.2095600174734,11.5525538355,14.1789013988333,12.7192219959616,11.8598757867633,8.22725180975503,,
Croatia,,,,,5.50430258368197,4.91229288940652,5.23355956596008,6.11803529461648,7.62857019372214,9.55659337820709,7.85679062962604,8.27643639624535,8.68144052298338,10.2548012482417,12.1519509643629,12.2458981243268,13.0155611505491,11.3954166723628,9.85338954408104,8.20844819939963,8.35449220360241,9.75683899143456,9.15010222942558,
Cuba,,,,,,,,,,,,23.0018642660976,21.4300927968933,29.5571300536546,34.6433259081739,17.3453462804434,11.8272637051798,18.3428365036919,35.3472109208312,,,,,
Cyprus,,3.62081441499732,4.44432874542715,4.08783168084549,4.1297723981158,3.15824583448357,3.43399582975006,4.2117478106484,5.29925584009676,2.94459804912169,3.21285424220432,3.15207868202837,1.67314813562618,2.02840378532955,1.79431177451817,3.89327552636368,8.57820724468735,16.9717965068865,22.7306039831465,29.3718824734162,30.4496644383811,30.8564691491476,37.1190946531529,
Czech Rep.,,,,,,4.16367745195961,4.65321627031932,6.02568360428817,7.53308324386287,8.05960134154608,8.51623011706626,8.69123251926778,8.48669167081739,10.0527613946966,14.5494475059898,13.5248830794711,13.1913519617405,12.9530378723621,14.319599996335,13.2368760387487,13.556553725732,14.5637476208352,15.303136087885,
Denmark,13.450608860961,14.6132500800315,15.536729120369,15.0401811315739,14.8345118141011,15.1530590836114,16.7832004690996,15.9929651358247,16.8884966661708,18.4261859649497,18.2287104301994,19.9853287049454,21.4365711641397,20.822278072111,22.4563201224077,20.1969610491592,20.3124086387329,22.5074373388929,19.9326722959408,16.786931796464,15.575972639633,17.6954648252299,14.209782832684,
Djibouti,,,,,,,,,,,,,,,,,,,,,,0.081599900219594,,
Dominica,,,,,,1.78296656728264,0.807039076624649,1.70650531810567,2.51215728720702,6.09749444063396,,4.35942189034283,6.53468126440911,6.38982918327014,7.69190705312322,7.21796654598486,7.90489917886467,7.48230457676422,7.74128423537556,6.18184016599178,0.44923216188477,0,0.014970180995841,
Dominican Rep.,,,,,,,,,0.259036130721263,0.329375045347457,,,,1.31660296508045,4.05627810890498,3.7385536190832,4.01896385878663,8.403702122959,5.58089906273696,13.665085753977,5.33225093110429,2.75445050589498,2.9462202670561,
Ecuador,,,0.319342187015956,0.94888763336932,3.40928665749976,3.55306592226381,3.62478061777072,5.98492067142439,4.33429400167941,4.46685131341984,4.48899227711746,6.32260383240925,5.61650531850107,4.59621513441985,6.63722345610607,5.98455766537627,7.36171676831346,7.65857989288517,7.8745687889324,6.1678972614159,3.72128673050966,3.93413997615849,8.42720362212896,
Egypt,,,,,,,0.408099014698057,0.535078464098167,0.644084149528204,0.274283277777557,0.222071782363984,0.266107647776547,0.309977485556606,0.903013999366031,0.77696067574854,0.532870973507871,0.576914412965293,0.402611520063475,0.553999986226965,0.190126404980375,0.97124854531745,0.835874211681505,0.876451031858656,
El Salvador,,,,,,,6.97118855478304,7.60550297508777,7.92884781541755,7.72727209305193,7.78455380464435,6.56893663668387,3.48335169205063,4.64838174536264,5.47622214456365,5.11834831711033,4.39576700000923,4.3407399197454,4.42257975669608,4.53006840388738,4.26869833921853,4.98833061822265,5.77917713064037,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,0,0,,18.2138857684835,,,,,,,,
Estonia,,,,,,,,6.19899915956337,8.8481146325667,9.1312629245076,11.6982010702456,13.4989041442693,29.9304492999043,19.2810436802852,11.8643123895572,12.6571049575071,13.9956580142152,14.6600217682874,12.6282608811628,5.8016216764644,5.40150819167478,5.67978500857281,9.14504219418322,
Ethiopia,,,,,,,,0.317521353930046,,0.336564551663123,0.212903748769941,0.190136730658702,0.132223949468632,0.133010542185459,0.126402978109129,0.213182418943246,16.3219122083383,1.45223645546138,0.425913750936054,2.52561649949539,2.6242002450895,3.08919046425192,3.03116915235526,
Faeroe Islands,,,0.060154663729601,0.091973331463532,,0.734163136421976,1.65493526013584,,0.044877302014857,0.458640180054538,0.988281528678671,0.324533033422005,0.09701115951325,0.520898426281547,0.087262032306492,0.205381661458578,0.154555741264686,0.135433176222713,0.840060764142284,0.479431194437841,4.79403386057045,0.616888403212122,,
Fiji,,0.050689091341149,11.5891385189484,0.785088018030486,9.54307549627599,0.903471073030527,0.95036275270131,,,,,,0.333878321600553,2.46688268931539,1.40535101472558,1.21833998303742,1.14711761152528,3.11400205691843,2.42716331759706,4.40508033429841,3.08045567488836,4.47874966677824,,
Finland,5.38730854018729,6.90463635900671,7.54949846449921,7.21120217912458,9.14080867039538,11.1491795803948,13.1095061382225,14.696769236827,16.3353054513697,19.2186763005427,21.9961948644973,23.7975429168951,27.3610549535399,24.3574703252131,24.1491995157496,23.7418013160222,20.9250549263331,25.0642690917216,22.3083282901361,17.9783878472681,17.208227213343,13.9584205502729,10.7959495179303,
France,15.9264224166671,15.9894900537023,16.6845380854098,18.6873607845675,18.4427167774252,19.1436723352052,18.6842003722985,19.1848275519788,18.8940181456543,21.1915019218232,22.2693568051133,22.8238231267627,24.6033114544477,23.4879302382401,21.4769391066793,19.7205367158432,19.7555471104232,20.2655796070374,21.4624230029354,18.4780460196889,19.9704506506102,22.6407050145346,24.9152792696761,
French Polynesia,,,,,,,,,13.1838246339651,15.6160474173623,17.8483480616774,13.2076803424571,8.13634578573545,13.7492679148916,3.7336401724193,3.4735363542894,11.980678740641,13.15453218626,11.6827155065496,2.3267961688529,16.0231977122499,9.11251151434104,4.74515230389935,
Gabon,,,,,,44.575366454461,35.2019145567062,,27.2582357935086,25.3649175192553,39.7699951720901,39.8528271689837,5.19428557427857,2.63171343590548,4.42244696136638,4.78024039396174,13.798118269303,10.904241657255,32.0675519676534,18.212661043175,17.401723463797,2.99771666419808,,
Gambia,,,,,,,,6.17116881617649,4.33885845748889,4.82963104484631,18.7025522245198,2.14331368811368,3.08556554256592,10.4158003090651,2.64999614027421,2.64310342188863,0.368095952559381,5.92946190878143,1.51778207134655,2.03084818899011,14.3291141324819,1.12879622165147,,
Georgia,,,,,,,,,1.6149802979388,2.49379601865465,4.58484305327977,23.8864140674709,10.8504652571413,38.1431033469024,41.0993779220176,24.6503725021928,38.250468307732,22.5855122879835,16.4662610724101,7.48733819493544,2.68785318364521,3.9364022176721,1.78314581744714,
Germany,11.7525274621198,12.3789598641884,11.9963528381739,13.0994100745279,12.6639055384757,13.4286113609338,13.6374230848474,13.7125196048235,13.767542791121,14.6472768450815,15.1778950769808,16.4876015770113,18.6258136594924,18.3163750587475,17.4520402467974,16.9009747730051,17.8165365146677,17.4225993357946,17.1358988126545,13.994891161286,13.3047185085267,15.2587406087745,15.250990451373,
Ghana,,,,,2.19221109361666,,,,0.36271280175016,0.490899875773569,0.573909484980877,13.5843080089801,1.92412261593218,2.61508267051356,,3.68325376019939,,0.196765173750745,0.179617760825803,1.05180920994816,1.42970472932309,3.66291816329263,2.00434365605393,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,
Greece,2.42225649918079,1.99232228713608,2.39300391430493,2.8773543921421,2.29031808262487,3.61474811474297,3.7876794007664,5.81237250007829,6.01930701276647,5.79154059375895,8.47573189224763,10.1997931274168,13.7493762678893,10.2555897941492,12.0013371152935,12.5677314207324,11.8496963608779,10.5785426180255,10.9641442420397,7.3657391109235,9.31395472045461,10.8583563155586,10.1922086552896,
Greenland,14.9974180594712,21.9893946326787,10.4303425603139,5.61863100558343,6.06314082203848,7.0849638018151,,7.23198327813472,9.85590832338668,62.2389078928403,11.6509101506944,11.1963115014792,37.3151547944638,4.45110803382851,55.3586144058817,9.46210337332452,3.57657052601589,7.95159666925527,15.9347138981641,11.5498931368827,,,,
Grenada,,,,,,4.35366734578911,0.662703915144789,0.576332367514712,0,3.1989469302695,36.0853362959191,0.052459918981102,30.1087536764712,28.2961040254682,8.28684918836344,1.02333304972612,0.483537021211075,0.111332284211872,0.024674508049378,39.5624343244758,11.0568104808325,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,6.2653248957903,7.29194759855002,9.51335329238786,9.15087413331882,9.09706042191513,7.17502327028565,8.51362935214718,7.94079179690706,7.61797369540534,8.49797159971008,7.48940861657785,7.31791147153877,3.38003194455742,3.44156022304191,3.56443433285046,4.2027690970723,4.59052842155653,5.68367134614756,
Guinea,,,,,,,,0.095979871545958,0.065655319919462,0.055385590006412,0.073853508223352,0.00934459866352,0.095429159272973,0.326896180082095,0.00095838887587,,0.282864928113277,0.218509470995956,0.127097791080721,0.251229670447605,0.117730554593519,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,3.9330574577947,,,,,,,
Guyana,,,,,,,,,,1.53073861853729,1.73369523663889,1.71165983746088,1.95559194623482,1.62620553171954,7.21402725089283,0.693946495184665,0.33514460207791,0.192596001840073,0.285634117509344,0.265552154898027,0.110721162092848,0.041016920052668,0.441793749259582,
Haiti,7.13875275966763,2.74358497369356,13.8153499691361,13.7901396944317,5.90524046717263,3.95779919511933,2.06445708711068,1.58328467335796,4.79199681677051,3.54342351626697,,,,,,,,,,,,,,
Honduras,,,,,,1.44470745883029,1.96020207401112,2.77998780505723,3.27121029665109,1.49921952277304,2.62789524473996,3.38680703775667,0.444344710684192,0.200956460501752,1.87256535295557,1.01216906265936,1.47654966260371,6.25374565830519,1.27343783156001,1.43020456902761,,1.31519261851297,,
"Hong Kong, China",,,,,16.7002375896144,17.0717663657362,18.4422356582392,20.5657115939571,19.3950149444886,21.1054864431272,21.0562677140222,21.0571812698954,23.4070026292072,19.7844136225443,16.9807602243437,12.6796040847153,14.352097665142,15.5996374978174,11.3636200944598,11.5172072062091,11.2530570592172,14.7089504407087,16.1001086612277,
Hungary,,,,,4.15397896021028,5.65172965200265,5.17878147686663,6.93147769617881,5.79002358229535,18.0956454314397,20.6448023090631,22.668811328975,26.5342860911457,24.2319073035017,24.9334386733891,25.7553858291934,29.0528047241156,25.8274870845422,24.1185885127773,23.7926556313277,23.3043146070937,24.9381933747331,24.2358893914509,
Iceland,27.6992148323133,5.34083099314645,10.0125413762942,1.94731779271736,3.71824344527635,4.34791406650411,21.1336806976879,16.5320378822126,19.9182460046914,19.9348297127314,20.4508384663163,16.6090996230975,12.8553873297685,10.1048645853359,12.0054283846794,13.6423368910871,14.0417646427646,33.9682792088646,46.8804728551567,60.6634616916921,40.7482815075815,31.4459807068827,20.8688936318619,
India,4.06869951880092,4.20061933359965,3.94348119212617,4.69285561252736,4.04694771937534,4.24877870906502,4.78351976383707,5.8048810316258,6.87211297850903,6.53826788352575,5.61951693260641,5.74212927671964,6.25554922806063,6.97022930324046,6.23780301144803,5.94771749347076,5.99807028114686,5.80380305249646,6.07240322389978,6.40329033082546,6.77773319060756,9.09372444877786,7.18054875539038,
Indonesia,,1.45487216996175,1.5928969223656,1.89848772204624,3.07287824542915,4.53873167542927,6.65150584693212,7.34159059557188,8.96079857874846,11.5880768805357,10.3691016886004,10.3725383180586,16.3736278945194,14.1783336066023,16.6700261646326,14.778942919709,16.3909442411368,16.5489201577769,13.4699334950007,11.0021792389531,10.9027720271151,12.8744760762757,11.3680827730036,
Iran,,,,,,,,,,0.147038477466952,0.23867364298425,0.348300962753986,0.60782308776089,1.11027947315953,1.53494970832281,1.66733292088566,1.86453536539413,2.48709305866884,6.30739208719693,,,,4.4581973923559,
Iraq,,,,,,,,,,,,,,,,,,,,0.086996109518492,,,,
Ireland,42.3419941403924,43.5834112337124,41.1373715962764,38.3801107769408,36.5895121421441,40.1466368837646,40.8644586059785,45.957383475319,46.7670312963294,46.4553076427357,44.4314502218717,47.0723677134313,47.8398923220954,47.6319453999159,40.7981913130602,34.6745138380114,34.0429387576335,34.7337400710372,34.5271400569703,27.2576293846531,25.7263423429142,24.2600935482389,21.2290455487299,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,
Israel,9.93259010260585,10.6867001865789,10.6533169038637,11.2548444333856,11.6973980102535,11.9824133832009,13.0221087979395,16.0186470338513,17.043199467689,18.5494688173087,19.7918727428045,19.2902049379898,28.9739031036668,28.3136577257972,23.2133998639929,20.9451268738874,21.3721954165227,14.0250038670182,14.5062150581662,7.47995125928124,11.1154635545712,17.6232548026641,14.6632136340465,
Italy,7.20783305490615,7.24386156477929,7.79216176029521,8.19795564891736,8.55382826278661,8.57960066854958,8.37735497176081,8.13017568143796,7.89512843716114,7.6141874772267,8.09408613703418,8.2832703209055,9.47650720467064,9.56415396744151,9.19075920873428,8.02563061663822,8.03739050173571,7.98052964491512,7.33480739225099,6.26434209497707,6.40488128886695,7.46891018934588,7.22847713073445,
Jamaica,,,,0.12551454709397,0.126190688649625,0.074043054831517,0.049857423627409,0.034401306070202,0.046506866699327,0.053945507893283,0.079177764793437,0.039221165306334,0.058952907935079,0.031371353863072,0.146368370802033,0.048043780118827,0.124339861609559,0.088198999449855,0.113818805511365,0.204570029778513,0.431792941910601,0.514783512650459,0.570252503030911,
Japan,23.9288037555598,24.5574225435607,24.2404987268408,24.2464694357577,24.0697925116332,24.5931605301543,25.5459389563486,26.5465433932226,26.1483341261164,26.4051261077084,26.1522266517878,26.6493704670752,28.6886682987954,26.5954976032147,24.7755610601542,24.428049607709,24.1043246397501,22.9811544446681,22.0569557373168,18.4078133631413,17.3143380970493,18.7584711155204,17.9628103594008,
Jordan,,0.213474688195955,1.59148556416013,2.81358139812538,1.05929497964582,1.55356285392948,7.8764654352578,4.33264605035449,,5.69624359431602,1.96421243801587,5.71285665608862,8.04291480118248,7.04656223200862,4.15946408916024,1.78206781341778,1.90431515158195,1.38565777242838,1.2306978480798,1.12756016002235,0.916781394213594,1.41337474030626,2.86199389683191,
Kazakhstan,,,,,,,,4.46463235042891,5.17273518150244,5.45491115286945,7.74026319158038,8.84090186641315,3.57861507723211,3.23861479717914,11.2406905225377,8.72816345215939,8.79618294156795,11.2911523700133,20.8595578110616,21.4479262272758,21.9264768489812,29.9427884593285,,
Kenya,,,4.03288514968958,3.03144630073107,1.57790858865031,2.35385186716558,3.39916847442658,3.58529191490238,4.03860235470093,4.43017527946589,4.49827754605971,3.27885764474846,3.87952651852719,4.93879823959638,10.569183440064,3.59817838734929,3.20436570499654,2.89939784059716,3.24174680931882,5.50938514134367,4.15033990258607,5.31063616601689,5.69921615384066,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",15.9432009706711,17.77896373122,18.035064121903,19.341417973655,19.7675874038763,20.2482270150641,22.654684245892,26.029489325588,24.0684367823517,26.6363431933676,27.0751264441741,32.1462366891241,35.0654226993596,29.7840165861114,31.529778810066,32.3161910950166,32.9173492808185,32.4764085788468,32.1458512261087,30.5446090538725,27.5987552186657,28.7340945456773,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1.20824952059614,1.95285306316306,3.37913227290764,2.59764628904553,5.01917340115219,2.34505773285004,19.8245114443709,1.33042258417317,1.1034103200412,0.310303054553651,0.369784808567874,1.36566726926691,0.170373032839178,0.178572402716034,0.153249687445162,0.109688077742878,0.116752970128078,,0.343210892762472,0.476285555838832,0.299238502227015,0.520471288841227,,
Kyrgyzstan,,,,,,,,7.87692941370585,15.444005244815,,10.762452068248,3.4825556451601,14.7804534450457,16.0397381231692,5.71453873670699,1.96107155918156,9.29389299722875,1.8429410941358,2.87616744558158,2.15327384711338,3.04520763543055,4.94169091118328,0.977565978967639,
Laos,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,,,,,,,5.53304382930826,5.16550123731197,5.20374358723232,6.25751732971066,3.97883238931829,4.06077707514059,3.95912240238859,3.77283000633789,3.8679042645807,4.58911383037339,4.88599050802591,5.31417498484704,6.82110105539564,6.94769529769244,6.9532993258287,7.75851821074402,7.64431205407544,
Lebanon,,,,,,,,,,3.2891379435447,3.05272361808654,2.6000950427381,2.34491451499496,2.4892278084312,2.38163233388165,2.13576424154682,2.41924798068549,2.83377511876489,2.76376038533696,2.23643565774958,2.44031585840205,4.53290920907412,12.7965179575474,
Lesotho,,,,,,,,,,,,,0.282669625640453,0.517349168992656,0.618586402569781,0.075378266578879,0.04685242808446,,,,0.216686281979545,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,0.400481623268608,,5.28450343288016,3.66407857644082,3.58461015405612,3.79266968771507,3.29060183780915,3.29637465591237,4.45826380521679,4.99061120213499,3.77040826312987,4.79042851200731,4.72193447165891,6.15389277611618,8.05747115922753,10.8450363646511,11.1447919434368,9.99440217406248,10.6083764409525,
Luxembourg,,,,,,,,,,,,14.6005133266589,16.5583381997562,19.1655746294,15.4593433128347,12.022144838544,10.5113039322593,11.8567044301883,11.5841763350662,8.75512302285601,6.41947899504984,8.77521564847066,8.36546267650478,
