Population growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Northern Mariana Islands,3.5272212891539,2.6459162349812,1.92525461927691,1.58120941456858,1.77700187274835,2.32125754648213,2.93229522601851,3.36345940623218,3.60369573313017,3.5723779569014,3.36586896631984,3.38813540418336,3.48236626431515,3.22148426576554,2.52185219874709,1.68160202218342,0.549955556603867,-0.150282624906185,0.632274048480164,3.29784486841556,6.93364982613724,10.3446437206877,12.3537688356395,12.7788493913521,11.8349675224813,10.3344743668359,8.92665034175692,7.91379758647862,7.15962863215844,6.70049488854757,6.40701615470773,6.07463468611117,5.67612293258745,5.32517038240019,5.0303559923845,4.74419071431188,4.51431904422169,4.21897788667355,3.70945706860456,2.93033000359635,2.0029155172865,1.09290705321902,0.30163758555306,-0.415891081628357,-1.01957846051828,-1.5068223383361,-2.06174320820925,-2.54242530795053,-2.58483097553389,-1.98750301277043,-0.908577211977368,0.420998074530555
Norway,0.83936883522366,0.794353922504427,0.80340155650308,0.756123515554719,0.755402813635902,0.777327076680891,0.798379881806135,0.836536531640014,0.840602106098354,0.814728248605471,0.726516019496402,0.701293381393909,0.764803002233718,0.699504829551889,0.620349415188391,0.551888897314436,0.469013919500022,0.42266131952256,0.381788582949308,0.340565570067307,0.321225575570377,0.344079656076061,0.367278280054002,0.331060292406033,0.282202672828762,0.299471500364252,0.356688643730966,0.468049546752802,0.537922759339232,0.412807534785616,0.344151412835214,0.476503585004921,0.577180268126687,0.5952293301816,0.569388227765026,0.519125519812519,0.506881682762136,0.54221993602931,0.595410343346654,0.684759433412698,0.649044821192666,0.506046910557235,0.539290805050494,0.586532691986894,0.590930939690253,0.681072964187373,0.805392739160981,1.03473451527827,1.24633301535167,1.2611272893768,1.24566617956207,1.27522088310629
Oman,2.24678822912226,2.32069864869598,2.39767400988433,2.46864777320375,2.53115478859686,2.59673064823956,2.67964471278246,2.79275423052528,2.93989793546442,3.12478107451164,3.34067022480067,3.53878442599702,3.74682515276853,4.03110648077293,4.39971771214428,4.79494714804293,5.14146848815772,5.39502836911274,5.56482402707051,5.64425070516846,5.64579078745863,5.63830969538612,5.58510111374705,5.40363980796215,5.08786659789627,4.70606433157612,4.2556148001769,3.86524437306503,3.67310701053578,3.72232237055652,3.88782337116259,4.14135151780635,4.24025904122592,3.95831904636115,3.22284531909684,2.23805771297483,1.18965994275272,0.342040539874172,-0.154544590150806,-0.157926180789524,0.21067480962054,0.660662614214345,1.03461277377428,1.42680300582363,1.7975145339549,2.12885074351978,2.48420845375811,2.79391474376875,2.91570532728864,2.81104837003281,2.55880837300972,2.26390034625535
Pakistan,2.33910110147668,2.39539412335567,2.44655901189616,2.4908512586495,2.52779707866307,2.55990196670481,2.5935805270102,2.62882387844244,2.66070478653295,2.68891724334343,2.71716197444364,2.74249423965502,2.77518411334477,2.82907168413975,2.90845606199973,3.00244438434675,3.09065647612831,3.16627002047873,3.23782004838902,3.3038484585077,3.36014819666347,3.40440195210893,3.4312046306732,3.43589351317997,3.41660917910009,3.37688997222438,3.33798503556574,3.28935020580569,3.20322769965027,3.07471656445215,2.9242276797884,2.75609977906238,2.60998222601624,2.52658122316724,2.52257320869525,2.56499118026038,2.62766218552039,2.65580554119166,2.61149553807472,2.47467085754991,2.28233420573116,2.07876149518724,1.9125873385074,1.80052880853887,1.76067418346518,1.77133282062547,1.79157207291049,1.79921512924919,1.80587713743074,1.8063694580201,1.80134270857225,1.7994390155137
Palau,2.88410685894767,2.69221439222366,2.48379433474188,2.25035067233119,2.02161934032507,1.76846714151179,1.50046539453493,1.23491989793621,1.12174191889044,1.14459348163997,1.27982111521824,1.51275737812288,1.67599312044595,1.60686359694713,1.2376395601049,0.69458910511127,0.032567985957966,-0.481456721764031,-0.607156443446095,-0.197709925181991,0.575564818644644,1.51345443718602,2.2675622268534,2.71023519450332,2.69856441859998,2.4161654143185,2.05209513140799,1.80734215418154,1.7269421589705,1.8942680126547,2.19096901836536,2.50013022054172,2.6974375781056,2.79803606581863,2.76949131309616,2.64270473472517,2.51815984068071,2.39010707386748,2.18325449482083,1.8932059116064,1.55596074332437,1.1925272241707,0.877491198129499,0.636604222712385,0.531633362723279,0.518775244912829,0.526092853555473,0.533281435271999,0.545284650559026,0.581654915381998,0.617376648593112,0.666977473188373
Panama,2.90893800643599,2.91101326498372,2.91046973922982,2.91370220275981,2.92344540836863,2.93465118363113,2.94323774438165,2.94100482487507,2.92264080614554,2.88537350134474,2.83551730032008,2.78045599372872,2.72742590442272,2.67862832027368,2.63632913598149,2.59756997738904,2.56070799193104,2.52038699185872,2.47206317913532,2.41420589839666,2.35120037198123,2.28958015909243,2.23441467751713,2.18677480549251,2.14841194267391,2.11790682785081,2.088943398875,2.06314460123035,2.0477886009925,2.0443873386939,2.04876262055982,2.05484114566659,2.05780824507602,2.05691199311948,2.05034553412894,2.03874016279945,2.02612279550431,2.011720432245,1.99093549557557,1.96283033675336,1.92944154735753,1.89354837440205,1.85767419451613,1.82232138101566,1.78851207216841,1.7554798042853,1.72246189481603,1.68816166238478,1.65203338080732,1.61363051673306,1.57393120412018,1.53403012879963
Papua New Guinea,1.65498414610939,1.71818309954775,1.78861197432338,1.87046503477421,1.96535942217802,2.06954284830047,2.1656029940646,2.25871403141781,2.36813656386027,2.49728792480789,2.63139732070394,2.76708839261463,2.87519640587725,2.92589043312393,2.90791441915724,2.8456724134386,2.76634093873372,2.70181151719436,2.66469636991299,2.66612960458356,2.69026662171055,2.72110481366431,2.73463507913188,2.71900274168285,2.66656149167525,2.59302999134037,2.51661714592985,2.45788806777097,2.42448060444015,2.42339870851102,2.44509910830688,2.46789204411463,2.48619119556582,2.51220893122897,2.54556178297271,2.58102540558686,2.61781258122867,2.64581202490104,2.65385095360365,2.63738407695114,2.60414000676568,2.56519051348869,2.52926834792512,2.49656710775775,2.46977024340027,2.44627334311385,2.42272342502147,2.39530998425526,2.36324951078104,2.32557547309512,2.28455976990692,2.24291315021351
Paraguay,2.62305536848877,2.63494511569114,2.64526771934364,2.654623294494,2.66297525087498,2.66827406220821,2.67957188258857,2.68462130898523,2.66244651352298,2.60740192415505,2.53509842481924,2.46105914623983,2.40735299258083,2.3857185409661,2.40454317518106,2.45248348444002,2.49960548662364,2.54324527698683,2.60543971180553,2.68771694529941,2.77734846433487,2.8666764624244,2.93575864376933,2.96824527306827,2.95644310024012,2.91321621755717,2.86117660138408,2.81073901950796,2.7546958282076,2.69528606505736,2.63363886135737,2.56977495112964,2.50489590265733,2.44132054670814,2.38010699876474,2.32156099448616,2.26358471918103,2.20779547608128,2.15815136381362,2.11571019054301,2.07859236493779,2.04466319934316,2.01098927184795,1.97587257228657,1.93822648307368,1.8996430081748,1.86091641446863,1.82556167750293,1.79682825364815,1.77619702961603,1.7607851966197,1.74685260377035
Peru,2.79996864368771,2.84931298079164,2.88717922228818,2.90300166900987,2.89233473858635,2.86454967078539,2.8301458880902,2.80135668831666,2.78303386095887,2.77925415850769,2.7839627435246,2.78577461471785,2.7799811230747,2.7709995388796,2.75803937938556,2.74037084161336,2.72228194545408,2.69902099672632,2.66169163343233,2.60792957290031,2.54388619447004,2.47498489364104,2.41047938333215,2.3563068751119,2.31606764250307,2.28433371959216,2.25455454984452,2.21910423906478,2.17526422125137,2.1204369974678,2.05851598161346,1.99299860850276,1.93047614921274,1.87519041002339,1.82971019641041,1.78969381241086,1.75355793501457,1.71189383335453,1.65555153190223,1.58017160101678,1.49323590984137,1.40676486783697,1.32929222318777,1.26027000130293,1.20274999468144,1.15596675757998,1.11004165219985,1.069715058132,1.04985271366773,1.0548128938637,1.07656983483239,1.10577493434908
Philippines,3.34512412407344,3.33743893797539,3.31928069728707,3.27827029842178,3.20977008266326,3.12613398832883,3.04067754917922,2.96885356238106,2.91686609887536,2.88980221656296,2.87991632752517,2.8741302244116,2.86533054225332,2.85677484740966,2.84683622683035,2.83616515935231,2.82485050465836,2.81493370457879,2.8080748880479,2.80477782635551,2.80254834719439,2.79747662791249,2.787581024661,2.77367518567969,2.75515340761832,2.73166491998549,2.70891928057747,2.6815787134823,2.63907457856201,2.57874527144531,2.50817202996815,2.43362261661138,2.36674083979079,2.31549460254388,2.28455424340849,2.26696433030718,2.25017552324798,2.22782795083611,2.20358528904571,2.17595169345713,2.1446537827284,2.11741180773377,2.08789693667685,2.04221314465452,1.97648400094612,1.89963149067507,1.81844861776328,1.74819899968441,1.70058783368108,1.68244866045795,1.68437725344987,1.69182502993154
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,3.33606072059916,1.09578967474124,1.14315401418553,1.32252564710048,1.38220463805364,0.976289383725576,0.747873418831712,0.961728386006623,0.956732069447229,0.782340328898866,0.355759845018321,0.364260163980666,0.826716475011768,0.908113632602921,0.959785770177262,0.99359553240035,0.99779538250044,0.963866722795674,0.794064583275141,0.802185476116554,0.923267472012982,0.90786848811038,0.920284572106585,0.937688926120541,0.90459069212033,0.803585474669462,0.681065576626595,0.564203449048717,0.4144574828677,0.361655504808961,0.392398205207372,0.354679168347882,0.306681390812185,0.254450913938076,0.211012328819338,0.13572103385363,0.076074182364553,0.065455369424732,0.035753301362372,-0.008302752825141,-0.535608109328951,-0.536314413777767,-0.046318937249939,-0.067492701646486,-0.058512735127329,-0.043948953332248,-0.063370574292663,-0.054305020803871,0.013637379682709,0.067763227021235,0.08405025662327,0.084599832508404
Portugal,0.048816819837218,0.805085263650629,0.721622435848292,0.403565948731515,0.055464162274577,-0.407786764016639,-0.754120303282112,-0.63430016138617,-0.427640384149605,-0.89739612277975,-0.886270250512274,-0.423397124354385,-0.154288053208668,0.030932260334799,1.3948780479403,3.80041403952038,2.8440967172144,1.06175496688687,1.07895655527658,1.07199361183604,1.08143206705044,0.867080703431986,0.611332101414692,0.463965043811485,0.384553079813775,0.273538751901793,0.090953757718548,-0.02694543864073,-0.103951995334112,-0.145920470784671,-0.217948479672573,-0.15377604341019,0.020814701533889,0.126680604639889,0.215043387728251,0.262497906470237,0.273642900078682,0.33013113870653,0.37753977627956,0.420260682479318,0.528362519383232,0.654649641314755,0.729905306226858,0.698453804889129,0.581531211067204,0.450840266235411,0.330466689892584,0.22640847104148,0.132618992636003,0.09474524106768,0.045736148734121,-0.003252743938923
Puerto Rico,0.937671658803937,1.7538927403382,2.08665493060297,2.1881649842893,1.95855087722177,1.55146424350041,1.18779808266582,0.7846634109056,0.617605929307877,0.826249102804269,1.25320616310973,1.61276714183897,1.97393721737178,2.16051756068764,2.08026457220604,1.84390992441716,1.65143200156038,1.46223153154247,1.31010153851164,1.22803110639359,1.18958020924982,1.13366191855773,1.07058605676172,1.02252801662821,0.993281463063933,0.976310938671299,0.959363162632334,0.942762707869653,0.926818938255602,0.909864669904416,0.89030716738653,0.707415569453379,0.645450037357204,0.842176258032361,0.928877577460167,0.923749875729803,1.12186266889252,0.929312007272833,0.574788689661522,0.500714523269446,0.276558688867414,0.214145951376015,0.128937305848895,0.062589906401526,0.020462635964688,-0.144242360500613,-0.423467205495354,-0.585620757159528,-0.58667739163101,-0.54540189449208,-0.493998368448993,-0.411595230340316
Qatar,7.07009694232277,8.16930225627822,8.96127178938947,9.24543685395897,9.02011636983465,8.55431898248349,8.03784588040617,7.70297913071541,7.63827792193522,7.86494080426033,8.19379352005997,8.66253897070396,8.91078440814601,8.60965470693418,7.75940513784882,6.7476271885305,5.56345804783788,4.82226717829071,5.14394178001022,6.65748470866541,8.62379433693754,10.3427187745127,11.147833070974,10.9602379834317,9.87704175035708,8.3974047896789,7.1151013044561,6.11425415528361,5.07632271070789,3.99595896831201,2.95050379761774,1.92427810575113,1.08699184835428,0.65658080108847,0.751311633248335,1.25340703660199,2.18021583097014,3.14371999638355,3.71993912467473,3.76231691228578,3.63349920806791,2.85253708500316,2.61589459623586,4.59149595300074,9.01441845888012,13.8019339278805,17.534711238251,18.5883169731469,16.9672923295538,13.4951794347082,9.60220006238989,6.13325774295894
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,0.830832464908794,0.802690192184128,0.651595835691078,0.647377535798313,0.643086645958438,0.592612643075023,0.961514846201681,1.64542826578947,1.3504476706304,1.05158168279261,1.19852285419382,1.03738983756395,0.955222600818755,0.85663776612112,0.925588793249952,1.24829220616137,1.20458776216374,0.944235678563911,0.893984020893602,0.631327429634966,0.686464320418627,0.772616533671004,0.446111380192247,0.325473454672751,0.296830368106553,0.438159719639521,0.455301420342523,0.39364189942756,0.470502241971901,0.449148207465758,0.17417662808295,-0.868693831241648,-0.9034629284532,-0.136109142211483,-0.14537906455364,-0.20231879638046,-0.288129485530899,-0.287897951541563,-0.206980241940766,-0.156978616024445,-0.129440039806255,-1.39542998635748,-1.49696779262137,-0.280701990268307,-0.26307670590914,-0.233240465032004,-0.216116691485534,-0.189143146569654,-0.154438571172897,-0.154537790573874,-0.197584307980419,-0.224157182115475
Russia,1.46984496952355,1.11088306183445,1.11088306183445,1.11088306183445,1.11088306183445,1.11088306183441,0.569202598145206,0.569202598145206,0.569202598145206,0.569202598145206,0.569202598145162,0.573878013377329,0.573878013377329,0.573878013377329,0.573878013377329,0.573878013377329,0.70295234140364,0.70295234140364,0.70295234140364,0.702952341403684,0.709655479527404,0.667503222289736,0.628287744424106,0.598250932058307,0.75735296762605,0.776688028447148,0.717573866435774,0.697384550046896,0.648303809439665,0.586603532881112,0.385794345665368,0.223632366302237,0.04372496395086,-0.113724697579415,-0.123965844425279,-0.131544793099673,-0.27173195035698,-0.294872486514112,-0.275320276019756,-0.402445224082378,-0.004100993808076,-0.241859173148492,-0.446278280275204,-0.483095545586835,-0.519935361044951,-0.487509848113798,-0.455103183541881,-0.281096460565032,-0.105615218407472,-0.028182907253409,0.007046471482324,0.007045974989713
Rwanda,3.01034002374217,3.00994338149768,3.00840126197021,3.00699418545369,3.00669281095537,3.00853832955881,3.011206563945,3.01682240942452,3.02882899854535,3.04825163306949,3.07300864751512,3.0948319769788,3.11642864915092,3.14759195400388,3.18961067888183,3.2356158646749,3.28156973181912,3.31605678279152,3.32953606246262,3.3181101989671,3.29027290309275,3.12135444664472,2.93967317817756,2.98088006786693,3.30080535660779,3.71288400336042,4.42815718166632,4.85028157151971,4.21836077283563,2.34696226302308,-0.215421757325042,-3.40996636116683,-6.28408110093193,-7.53325169002184,-5.7808594086174,-1.39236400962775,4.10860073509309,8.16716829209914,9.7704954918405,8.7995886787083,6.5769027257606,4.3331120612892,2.7915900190234,1.83984704244513,1.69916925392107,2.10944037304719,2.57137259152197,2.81060569540352,2.97832425957091,3.02437474316145,2.98781066403246,2.95793499284189
St. Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,-0.92293205271562,-0.922932052715632,-0.922932052715632,-0.922932052715632,-0.922932052715654,-1.62482470680671,-1.62482470680671,-1.62482470680671,-1.62482470680671,-1.62482470680671,-0.670393572219022,-0.449438958783933,-0.677968698537869,-0.682596507039998,-0.457666702741176,-0.69045153465446,1.00417907823506,0.150788239674192,-0.267462354690758,1.62117847975501,0.785197528268539,0.763557909833442,-0.884301166235129,-2.32684437388245,-2.12931577553728,-0.341154627359422,-0.341154627359422,-0.341154627359434,-0.341154627359434,-0.3411546273594,-0.536833976396874,-0.515343114102152,-0.493852251807432,-0.472361389512713,-0.450870527217972,-0.317576912812198,-0.318588677752609,-1.50862265198344,5.17168279090853,4.68275878280598,4.03829332370512,1.29067412609953,0,3.84917285717641,1.28946892895521,1.28911507982348,1.28460067429245,1.27417854705067,1.26394433546855,1.24816797958663,1.2308956486156
