Dependency ratio,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Polynesia,93.7503003893045,96.1214573745031,98.0966618087655,101.370020723003,97.1012192617211,88.9984185332638,79.639496954956,72.8224032141246,71.2427974669904,70.5313185617401,68.7969191101484,64.5950555656118,60.8433360134773,57.534739448549,57.624645198351,60.8734122498513,64.8140240080236,67.1315057980102,66.3778028623403,64.713395951828,64.8938554790746
Portugal,55.8135180677776,54.41523118767,57.3082528924494,57.4619133810575,59.4737563652796,58.340456494557,56.4110562692808,52.0380129640411,47.2171803246928,48.416507228677,47.6389176434308,48.497770623824,49.3463877661379,52.2242771034659,55.5268638964697,60.2556980288276,64.6805090338549,68.903560891362,74.5594389375397,80.6446695815958,84.229668966345
Puerto Rico,88.0623721881391,88.8314987298899,90.2311950504722,77.9565399080652,73.1311433005691,64.6152975145785,62.7845888486812,59.2268378050704,55.1271980587155,55.5619633608976,53.8550547130586,52.1955797851465,51.5099608644459,54.4164241168148,59.2615777735709,64.7613092102659,67.6439457764449,68.4787560463792,68.9974481148382,71.476552454189,74.4884331268058
Qatar,83.6942112240389,75.1993980436418,71.0477206078379,61.3189907896863,61.9815802512314,54.4981728716669,50.2819487246738,39.7256605223629,40.2620546648435,38.373427383271,37.1753073460601,23.7934722581457,20.4524146831133,21.8645915947098,23.5342063984037,25.680411345165,26.7016416486771,27.9744172879793,30.7372184624761,35.8192153091874,42.6381666551465
"Korea, Rep.",82.2855372059466,76.9709159212463,79.86343723246,85.9109488849726,82.610138540691,70.68122998467,59.9986148980077,51.6076688273332,43.1509920923624,40.5648602708185,39.2418707256272,39.6022817837457,37.4388020274332,38.222792037943,43.5002871515371,53.1896286319661,61.6831376025094,68.9888293776199,75.0927798114188,78.6213574316738,86.8040620704282
Moldova,54.0650346998117,53.6198548288463,59.6737836523651,65.4847024610652,60.9569458003399,53.9747452802798,51.0832791931611,51.541195074779,54.8400920122875,55.2964547130304,50.5746265340665,42.9793000522576,38.4149598873967,42.1455098222258,50.9213033847843,57.0136712958698,57.7237398103789,54.8579656900168,54.674685906503,58.6116451949407,65.4428471695783
Romania,50.0505829015544,50.2594706798132,52.5327547358758,50.783498560921,51.115848540126,51.6589419452661,56.5145310617585,49.5307833411652,48.7634410461576,48.0878181281246,46.801004947617,43.7911303828025,43.0252640582216,45.2987472643286,50.1163958312119,54.4270482370726,53.5456627412921,57.5296323833783,61.9420232608924,69.636222854689,74.6125058480495
Russia,52.6197702592611,48.5010349913003,55.3212020124256,55.8919529443635,50.3271058638549,45.5693067336386,44.7550230407567,45.5103371374195,46.516839822795,49.954497766523,44.010795392576,40.5998310560786,38.6530163113856,43.8252379771743,50.6569284350888,56.9527545429275,58.2494385844285,56.9252903623181,58.7159569208447,63.4483947555201,70.1243314547746
Rwanda,94.3263707571802,94.6429384045406,96.5235783156271,99.1427683225483,101.699824510419,102.769274427343,94.5045096395138,100.337520670061,107.060957156033,108.161766844049,93.9953281963971,82.2590076646097,81.2261227561673,83.4259931641901,85.0953546106446,85.7809542593042,83.8664139613352,82.0323156604805,81.911534505865,83.623720274409,86.7430090848252
Reunion,76.3570015639171,88.3179055390863,93.2734127512697,95.3424505673916,95.3337253498321,82.9193008128222,69.9041261561953,61.1257752375149,56.3347204697978,55.4269991804238,52.9029136879109,51.8629486454452,50.7796612611834,51.93285280406,54.1055227351058,57.412986317075,61.5898954243803,64.1516596603725,64.4757277485701,63.9711010147365,64.0928103945071
Saint Lucia,73.96627690222,76.5144989951191,94.6058271862828,106.20278501173,119.806558350655,105.082835568579,94.6131016530433,84.655704008222,76.715673608599,74.405022804004,66.1391434884188,55.0810623057931,48.3577124824086,46.64120315111,48.5405676583712,51.4949898035533,53.7101194110381,54.7137874084277,55.8294342127095,58.063198303645,62.1930134653083
Saint Vincent and the Grenadines,112.639168022458,117.771756929764,113.919160160934,119.315265373165,118.910303207281,111.104201829972,96.307819545911,81.9007072235319,76.8814338541493,69.7503809478926,62.2788276360135,55.521858548867,49.7861842105263,47.8497353931683,49.4312251450013,53.3631458836255,56.5704415190138,56.8691393115,56.884933714202,58.2568154317033,59.9127456199227
Samoa,96.0061333525001,100.16412311365,101.188271321952,105.290525326811,97.4173022687173,88.7159826535102,77.8700116122653,73.9261826989312,80.2543124249464,77.2129904593416,81.5915332160819,84.3262060725909,77.211642255167,66.9878337552053,64.3843331342265,72.3667373808802,81.3470340496582,82.0277179030263,76.0738494596295,69.0923905432416,66.5065830501757
Sao Tome and Principe,57.341715312079,57.3419974115617,57.1273739438875,76.7491572802763,104.758433109946,102.784458605043,103.910408203167,103.428797155836,102.632781468593,96.6687675823585,87.1757540138381,85.0479527625884,79.1794860683798,73.7317152042,70.0329526027601,69.9989753498448,69.4351384451889,68.0118177862263,66.7840685329165,68.071757894785,70.7055621930174
Saudi Arabia,82.6102736922968,84.6427300531511,86.9894870860793,89.2104209305013,90.5908863378218,89.2386185243328,88.5948185651184,80.4692911450051,78.7259616709415,78.335610567382,68.6640790965141,59.5169341317236,53.6241433333798,51.4963487077432,51.9164852115053,54.6453137123279,56.9400652866799,58.8365624320452,60.1179131184608,61.9118217551142,63.0886992900696
Senegal,81.4257641921397,78.3717103626933,78.623673110741,81.4282325418633,86.5236629214088,90.4464588235478,96.1064918758743,97.9348643260436,96.9089661382824,95.5303887100522,92.2615862329821,88.1700661822178,84.2106605044999,82.3846888265666,81.8117497981252,81.8340737740655,81.1450345629601,80.7137733455531,80.9382323749931,81.7434363263381,82.689219844043
Serbia,53.7096415751897,53.5406977244006,54.4346723753527,52.3651597545207,48.0458361235133,49.1072582646038,49.0668176613101,46.0811304965437,46.5976642354394,50.3171827244717,50.4888571168063,49.6452556819217,46.9429211799914,48.9456324424763,53.8382690890437,57.856537627764,59.1608085358532,60.0815489532166,62.0594010978119,65.5287321378153,69.3604450311047
Sierra Leone,73.409578270193,71.2809881661916,69.7856111238684,69.6526375976083,72.6781532860599,75.9602229259299,79.4252878635111,81.6730209219119,82.0599692195284,80.477586303636,79.1488499873737,80.675361670754,82.8636606486769,83.2589471979959,81.2017735993266,80.8464892214857,81.0606243611605,81.4696958401191,81.9652644887798,82.5285765990851,83.0330011680514
Singapore,74.2979452054795,76.6870332654447,82.2463362792259,85.7468530082268,72.2509163612129,57.9489695780177,45.8246575941199,41.1123342244588,35.8205780670471,39.9460269792721,40.753912529025,39.0209152264608,34.7339370980462,36.9089718296541,45.5951845030662,60.0717265738709,73.9756454526605,81.985357906361,82.1024685377998,79.0416069448701,79.3772346935014
Slovak Republic,53.9406901251838,59.6123669366809,63.0422691879866,62.610694502016,55.5248911378444,53.6954878569785,55.175124188413,52.6140928448458,52.0555614778557,50.3899008253269,44.9181415327147,39.880960419872,37.8149077671201,41.4412528976247,48.6444251996352,54.6770186472324,56.3501058005304,56.3226558320667,59.6285705553418,67.2035287450322,74.7737309597176
Slovenia,51.1557997304862,52.0244537983564,52.6652237624265,52.0279192605169,49.7073975346995,51.1206820778764,50.1789816208796,45.8014434957371,43.7204035727211,44.3642504451256,42.7016047592933,42.2974282689186,43.3300159545628,48.5139996195286,56.4859713897069,63.1152176995296,66.5009620673924,68.3533242743837,71.4056382708536,77.2547116461893,82.4537470160708
Solomon Islands,80.070281124498,80.7794508414526,82.8814872192099,92.5561797752809,93.8079410164985,104.349814901494,103.039933059161,101.909455570302,92.6474396123352,87.361946036628,81.5982449546817,76.9666656705714,71.7743745631081,68.2511750099765,66.800822390752,67.306997626174,67.2730220802136,67.1460982269064,68.00009124712,69.0968736726664,70.4261360144545
Somalia,77.861003867077,82.5385296748445,88.4935796762413,92.7596801762125,93.6265252446859,94.8158281578262,96.1272448744789,91.9955916716243,89.5210147589515,85.4296019887765,88.3953190329263,90.1332616559568,90.8346920781169,90.434412550949,89.7392220358397,90.9125881850836,92.5559587209338,94.1689882459397,95.2958920075957,96.2577544563762,96.2753843346035
South Africa,72.4417546514327,76.7929062863066,80.3926578408297,83.4217953782287,82.7270002238977,81.4709156688638,80.0388481382823,76.6546117435758,72.0555696934536,64.8791300209998,59.4015826094135,55.5912724947131,53.6439228921388,55.2717228393138,57.4726834301067,59.9780462736738,59.3136144297382,57.6758980421669,56.5700572648525,56.4308901021985,57.08686960833
South America,74.8115099766966,77.9074055489762,82.2739775477888,84.5635398603727,82.2340033842109,77.6641168074112,72.7636815502375,69.4658942531271,66.128685584081,62.7274912007505,57.9258111073344,54.3830064432043,51.2721251338659,50.0538346752016,50.6348498285813,53.1297513542472,54.8854952094821,55.8935972663847,56.9625057364704,59.551655067094,62.6684628102163
South-Central Asia,69.2498989900115,73.332630125064,78.1543045593741,82.3266195054239,81.0433153626612,79.5356284825556,78.1234570232359,76.5449824321944,74.6128105714616,71.9900431444794,66.5954079552242,61.303789991428,56.2741493203406,54.2805316055791,54.3223160477548,55.6161713523181,55.9283970704359,56.0681362056268,56.9163591085965,58.8697313129082,61.4551585285114
South-Eastern Asia,72.8098148373037,75.2564997736485,80.8353879812083,86.7173623079985,87.2314788709941,84.302776833011,80.0006467816617,73.6847668037748,67.6334000085421,63.5608718929419,58.018176613503,53.392779379743,49.4120250312746,48.535094365535,49.7723464548572,52.5810503837873,54.2060384098899,55.4485120704443,56.6307306372352,58.668931279083,61.1703633498365
Southern Africa,73.3373471511558,77.679254802022,81.4146099958695,84.508257830436,84.0058641052919,83.0155530254101,81.9946438943082,78.9993724932164,74.4636489477654,67.5411701697275,61.8312096078634,57.718075458011,55.3412019076,56.5992878087475,58.663145482948,60.9641704627579,60.0401286115481,58.3055719673101,57.7162590943118,57.645893242626,58.4590086379806
Southern Europe,53.0963728604575,52.0950680232787,53.4498631210679,53.3133167541644,54.9921504684306,55.3626446679223,53.1438589199999,47.4801146692232,44.0780573163616,47.4842352463212,47.8580297439706,48.4995211023879,49.3531895586582,52.9936720092879,56.7310213006095,61.1171606637245,65.1546736031425,70.0801368293086,75.9928113942624,81.9065969306875,85.0188422724755
Spain,50.8176123079314,52.2513027626929,53.5684975558278,54.0650000924721,58.0670767726502,58.0637044190612,55.9756607030104,50.8524098911279,45.8655096761326,46.9381440276291,46.199551427035,45.5295225463635,47.2864043237082,51.516591024819,55.1792681682667,59.3149592407637,62.7825116219309,67.9050326404035,75.6064973134567,84.6764065959202,89.0716699350391
Sri Lanka,88.312161544505,83.7076575437247,83.6590387189355,79.1398168909,75.3830471294785,69.4431778066789,66.2508807737578,63.1162244536225,58.5870624381268,55.1431508154764,49.2115367246156,45.8144259578965,47.0975331296449,53.1219873851609,57.1101781889766,60.2521963798235,61.7068408121218,63.0607365138991,62.385342567075,64.1634486707723,68.4338611900337
Sub- Saharan Africa,81.940668965528,83.4345933103964,85.2649511221484,87.6648086288302,89.4858821253526,91.1578824198985,92.3804457940356,93.2352006809904,92.8978165138306,91.0485232240167,88.5340380845372,85.9848709985306,83.4716734745021,82.8346216088748,83.4094035503127,85.0198685987623,85.4743706442286,85.5209564314895,85.9747787531474,87.0950507246832,88.5198926123774
Sudan,88.6014734329341,88.7855020565394,88.8052993356381,88.1381342573546,89.0771226612569,90.1931718840592,90.9219585490042,90.3175020262954,88.2158748415253,86.1907421951147,83.2597358787263,79.0338213331061,73.3853462688066,70.0479872342475,69.7601695039663,71.7905144994507,72.3688787625121,71.9825111056008,71.632450030217,72.0868310795996,73.3097985085422
Suriname,83.6206896551724,90.7692307692308,105.714285714286,108.12854442344,108.206857785273,105.521132180103,77.9906113419306,65.7819011488016,59.903123129551,59.7001964003049,56.9712039245993,55.9393165940159,53.9325314928383,51.2822549935483,50.6550354146744,53.8113633273063,56.8449212324473,57.817525411345,58.1420186595592,57.6977609872347,59.1251070888245
Swaziland,83.7520734716996,88.2895108502094,91.7506026881543,95.6141932640099,99.1612565022783,102.466081561328,105.727845287999,106.267235997995,102.685863948201,101.238500013496,90.3453114890511,82.0691642931281,73.008764846187,71.0940716479125,72.9607354968489,75.6651763469807,74.3708587453826,71.0827833708441,68.4038650988283,67.7114692526839,68.7880732792901
Sweden,48.5271984519458,50.5584826132771,48.5523385300668,47.4975657254138,49.1553780806125,51.5689531090908,50.9915672353132,48.6294110254366,48.9407933730542,57.0294244634649,55.3437900351411,52.8000354594869,53.3690681877333,60.0474584320657,65.3038157423147,69.3699969101872,71.5354287840893,72.0181460943621,71.4829831087487,71.2836696266207,72.0490276491791
Switzerland,47.7545625378221,49.9726568433845,49.7857556026452,50.5128649904857,51.4285536164265,50.6819365166828,46.6425667463511,41.7974158396258,40.8155525059934,47.8521208642983,48.5835583024085,47.2981262994488,47.9771648001696,51.4816534706368,56.4813103991418,63.5086454337886,70.2122446101152,74.1526710612798,74.3498145207315,73.7663130279816,74.5949048498924
Syria,82.1310119515322,90.7394088970111,97.7921366763119,103.225372532587,102.937946042984,104.188889432565,106.779075916244,107.657587392778,103.713973062324,91.6525685358053,77.4193291878906,66.7056139949532,61.2413304028918,62.4710166935073,62.3289079752728,60.9659206501287,59.2247732519906,59.4561749656309,61.3352441784816,64.1921100124153,67.2581583544983
Tajikistan,61.0445918790806,62.1869044004404,78.8064199940412,100.595904931666,105.415820173547,98.747478603778,88.6917905651794,85.3294529036465,87.1479899648528,90.4589904873839,84.8808077274534,76.4358359603056,66.5106257288677,62.4718122949574,63.5948265581876,66.5514785330138,66.6818031723467,64.2206367898603,62.5981989913586,62.7667278000472,65.0301852534088
"Macedonia, FYR",76.1289385799332,73.7006237006237,71.9579809966443,67.7906046405304,60.5940067300337,57.2077185017026,53.8549442798215,49.5410947577311,48.8427112495564,49.97483216991,47.7336670463534,44.8524759571075,41.8942848135283,42.8935475563457,47.72123242561,53.6633965443973,56.6683516653814,58.0982172277496,59.7404683908934,63.9654267266341,69.8080130225581
Thailand,82.3275136400865,82.360263557004,87.3005646750908,91.8202446466604,90.7496222750839,84.9955605433378,75.4379965389861,61.4954003068421,51.8417895434823,48.6278773146472,45.9602169189414,42.9444061307599,41.194867154845,43.1497283168747,47.6020424666134,53.4624891169705,57.49827476986,60.2551437213099,62.0151734842801,63.3829245086062,64.7373126482999
Timor-Leste,77.7960526315789,78.435927216415,78.3851375491247,79.5342735323057,80.2450687387926,80.5488297013721,72.4292791882997,72.5893466281816,71.9149203366535,78.4117499889623,107.673086376986,95.9294686238518,91.2024815313661,88.7372541218281,95.6431241109365,101.185427143676,101.48185336401,98.7641883591293,96.8766570588948,96.6456233009564,98.9945958021476
Togo,83.2010658874509,84.9631551098894,86.156124220285,87.7957595678496,90.3321564386642,94.0400220030397,97.3374847501512,98.2069549781194,95.8308471695745,91.2444885922814,85.7170715409904,80.6773137815269,75.8000617631112,73.4123910263652,72.8726178903253,74.060924131098,73.8715915398332,73.1721043994952,72.9712179999015,73.7825238485293,75.1523969749377
Tonga,102.412534878729,101.894128558179,101.571546732837,99.9443072303743,96.282959228584,99.0370860644363,88.8271544556392,80.9058946003811,76.9207592648388,81.6957122065903,79.3697578370904,76.6647013941874,76.314409889571,76.9726542983713,72.7240578729685,70.5700990607782,71.6145449675216,75.8013635901089,76.8569296552051,75.5926776944103,73.9026288999341
Trinidad and Tobago,78.8135593220339,84.9484536082474,87.6874860085069,84.7857586421031,85.8592225897738,74.1683490014296,64.8446991280789,63.9313993437832,64.4728171783017,59.0732760247247,47.1607553138543,39.3419230728578,37.8586700481783,41.2187163737103,45.9822034630432,51.1884124564005,54.50549404148,54.9848299916489,56.4601766163808,60.4834043363195,68.4245501423582
Tunisia,78.8647404755817,81.87648456057,89.3931183960986,98.1475099086679,99.4421471483186,88.9328598004397,83.6851188901323,78.4011045771245,73.4686730173779,66.7961274880139,57.0841156100412,47.7676780399162,42.0159892541611,42.6421066570141,46.7383076116093,51.2567458244696,52.3927220212976,52.4378080919021,53.2982616840815,57.4513854677641,63.821013766379
Turkey,75.6825448880872,78.5418030997599,83.9869281045752,87.5013217722322,83.9855718220125,83.8050209613253,79.9164806205243,74.7361706839596,66.2769313674208,60.9313055345019,55.867295252549,51.8591086024964,47.8435967960155,46.4053584104986,47.6104387101791,49.9264672333002,51.1818390466148,52.2678642665483,54.3630203654789,57.6051920318198,61.163778138269
Turkmenistan,62.0965113805,64.4172895153867,79.6616095398639,94.913406089457,97.1882246697435,90.6938730098008,82.6205270225986,78.6454106484697,78.2420427899661,77.3657679530584,68.3482694453669,58.4543397243727,49.6056902451001,49.0499974185803,49.9827167467951,51.6708020809733,51.8077118440448,51.122599279961,51.6848998425953,53.6948130533895,56.5333672035812
Uganda,84.7837658065091,91.3272087002699,93.7991774372315,96.1743624407836,97.3956512810196,99.4301494439965,100.61007073604,101.110144158071,102.606650084247,107.017583205579,109.356513134714,108.095871894306,105.144201732497,103.942377173349,103.828633647396,104.088461575909,103.240299554327,102.740806136988,103.231732343194,104.254338246355,105.353084368374
Ukraine,51.6584673965844,45.0865520853261,48.4037688211852,51.1554186065478,49.6967052877203,47.9184169744239,47.4479076929082,46.2316820482021,47.0358179609396,51.4039593174113,45.9324890812977,44.384135042529,41.7932473412409,45.5764410061464,52.3468212226804,58.5672189976799,59.8899583964825,58.6130935262463,60.4009775234563,65.6850147140127,72.9812221020728
United Arab Emirates,83.6750350519827,86.0597607678124,88.3272308818914,68.1354625422006,60.1338582677165,43.0181118075573,42.2293977256774,44.6173898920456,45.019312227966,40.7603095469102,33.1332119886966,26.0911315056378,25.2277735863512,25.9087022469046,26.1717373814201,27.618789917151,27.8364434888355,30.4545201531354,35.2684079101092,39.4905534723657,41.5702759434994
United Kingdom,47.1857383194121,49.3030015422945,50.7753583629768,51.2781726113296,55.4114470996586,55.8161795498891,51.9007045063395,47.5678647663813,47.6468100369936,54.6314213944571,53.4887248175955,51.6591539163665,51.4072540288685,55.3136426615742,59.3058888625337,63.7168278721287,67.4604243795472,68.9678010685495,68.115484396116,67.1926961168876,68.2903922616033
Tanzania,92.606025273033,92.1563497888531,92.7185472744913,92.9268653962165,94.621340458091,95.4406669699984,96.1081805590844,95.5464758839086,94.2169867751333,92.4151822313299,90.947351131128,90.8401438995904,91.7857560765236,93.5297107269895,93.9684681886856,93.9659293086651,93.5994064869249,93.6130272135058,94.1658610340012,94.8993057845557,95.3887955765028
United States,52.6920694536644,60.0048707554826,64.352909588777,63.4557479251837,58.8114139340157,52.0576794816426,47.221160644351,46.4121825534868,47.5151008024812,52.6269901766274,51.3443022805732,49.7317048580085,49.6472747974282,53.0353857584702,58.0134647271233,63.6695908614658,66.7749847615818,67.0452985921183,66.3130699434295,66.2196656239934,67.0259466852014
Virgin Islands (U.S.),85.4395412266592,88.4924753502854,84.4844330191374,80.8143166868776,64.8659152739992,82.1674961020099,67.1587472448613,62.3025288791758,52.4537277930573,53.5443346574694,52.5772181782412,50.8483431871305,53.71831104737,61.3591512723496,68.9262175744008,78.5127568981124,85.8362416107382,87.535139997751,83.5192414947016,76.4600980829247,75.8510547075973
Uruguay,54.2941546636834,53.3728010137588,54.0281672797796,55.0416769123748,55.7939191472299,56.9371063365157,56.9689994988777,57.4522514599911,56.7195473616033,59.8843387210419,60.3688166970006,59.5312798341235,57.1979766987521,56.9692814366367,58.4218815856607,61.5516509500154,62.9565387970864,63.0060139564035,63.9325248141279,65.825590260913,66.6353692445712
Uzbekistan,58.4778934426954,60.4602293889351,78.0298994364814,98.1588064104803,102.651017667933,93.9517476423187,83.5478275487638,79.6112710233244,79.9135696024961,80.5281605050645,71.4265213789729,60.1458113094396,49.3352091105865,47.0401451005618,49.4370731941772,53.20796534864,53.2325811849263,50.7849062690932,49.7380117733869,51.4022832252494,55.5059216166297
Vanuatu,95.5814049077233,95.816377525523,95.7614876287076,95.3828769643139,93.8191840238558,93.1087406952652,92.2595314199097,91.0877845948068,89.5501835985312,88.3029554226484,83.3993890650375,76.5700207214998,71.1732792901963,69.5910537717695,69.4115651487122,70.7881379828931,70.8315692476278,70.803383751525,70.8630139664623,70.9761846233932,72.1820799909001
Venezuela,82.7514624926337,88.341542966845,92.6990243962101,95.8150138273322,93.826735586308,85.9844939281227,77.6357755365921,73.0171149399385,70.7182146048144,67.1631895737075,62.0633221044653,56.987092146291,54.0823809052908,54.1889407570635,55.4731823743504,57.2367465391639,57.9005120981128,58.0136996275423,58.9427683168787,60.6855301867874,62.5936314683046
Vietnam,55.6072373771474,64.1379153094855,77.5173534758503,91.840484687442,95.1903226388798,91.2361001332407,89.1121589488518,81.8306973003654,77.717215584635,73.4394200588114,64.2215327032159,54.673907734248,45.8144773368865,43.7365354637642,45.6241432715238,50.3187855670577,54.0587005855326,56.750017054929,58.774076985853,61.0194533347052,63.1618943117443
Western Africa,80.7729587434644,81.3188225941889,82.4389124856691,84.9625071969132,87.0758480162956,89.0746868468065,91.2062713937878,93.8880730944867,93.6744478702888,91.3351147273888,88.0745122171423,85.644153450246,83.81293808233,83.2198245714035,83.5594566354415,84.6017518699484,85.0186857202314,85.2877513887627,85.9794069092841,87.1687167106708,88.4927932212671
Western Asia,73.716553940282,77.0498940277781,83.3885758227094,88.4435053343291,86.8423778833301,86.0232797403568,83.3146486560776,79.5771203779329,75.961484351425,72.3678638594762,66.7737743675167,61.2325922872245,56.7325813913905,55.1400620552108,56.0010476747449,57.8028848009972,59.2823033994925,60.7756099542049,62.8153474415003,65.4395275816243,68.2169417380585
Western Europe,48.5688561346221,48.8916689064955,51.4437761369207,54.143508270503,55.9296263216275,54.3957256064049,49.302678893979,42.5551583973872,42.1807528352211,49.0055474810333,49.5696594523905,50.7323944461691,51.8494875605777,55.2810207058102,60.2238205838294,66.9356250591404,73.5555136135668,78.0807721265544,78.8771376758998,78.6158024675536,79.4663228114055
Western Sahara,82.6023391812865,69.9534286173117,65.7459402033693,66.4300202839757,73.5676729217659,93.3934400746152,65.7231382095828,70.6331073456865,73.1332011705843,70.0278972069973,60.5092493611476,50.9607540702656,44.701328248398,43.8939464719086,45.6471792650634,49.555835561733,50.317612721207,50.8193500994577,52.9236480258589,56.5772253807401,61.1025912963026
World,63.7264328815836,67.6578083652367,71.9641801550166,74.3364938287044,73.6923330792649,72.431998246572,68.7122285602446,64.3857802278362,62.1383933122334,62.2140546329092,59.1073568756535,55.3427201046382,52.7219012641149,53.3981948106677,55.8044211769433,58.1935621218374,59.1010816543149,61.3500565378181,63.8321600073015,66.2286680646324,69.0935575897869
"Yemen, Rep.",85.4040077569489,91.043846653124,95.840064984882,99.3393829301015,103.520977967517,110.821274423796,112.245632694194,114.457309601644,115.639468846506,109.53933621089,102.596114224792,92.4476024800327,84.2377232719307,81.9141039134459,83.975119181407,86.6515714749265,86.2161888422771,84.2867469187138,83.1122655130993,83.6648975624422,85.333783808948
Zambia,90.6028008433384,89.4892717135764,89.718677394547,91.2509629860945,95.8668061813549,98.4890313529751,99.9222429304418,96.7928927688413,93.4391900044437,91.583872881249,92.6718888743268,96.0883992371911,96.9771449041574,96.8765498952233,96.7607264471687,98.2283262707374,98.3228403965031,97.7122642141735,97.4742360390982,97.9863823395263,98.5343975925144
Zimbabwe,82.0788299438163,88.5496597772068,94.050296346188,103.56525395146,104.658371489805,105.330354133056,107.047125402384,102.854850322336,95.4296188299104,90.3737913869371,83.9503107865002,81.0740500062922,77.2984537196307,71.1242536719473,70.6522481170038,71.4580396569355,68.0716310145029,62.9735078046542,60.1037289630852,61.0415804085045,64.5561886406774
