"Services, etc., value added (% of GDP)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,68,68,68,68,
Kuwait,,,,,,29.105473965287,31.4988290398126,35.7798165137615,35.0157728706625,35.1870576339737,32.5148581891499,27.7391820634735,30.1844262295082,29.9669602636636,14.5030162413305,21.5199307779537,24.8170423715773,28.6648715346117,29.7821445599445,23.7857834098761,24.9631824321236,30.9642395222975,45.847754272958,42.998698252332,40.4539157990907,42.4093864682618,53.2544924893753,47.5562802595234,54.1709971131933,44.9327276505438,47.0474091046126,79.7942397299608,57.5491285806717,47.7642674242725,48.0230381970051,45.0277668227755,40.295450601616,42.7515559658936,52.2162237809262,46.9971324104184,40.4805531547105,45.5247173161387,50.3425366695427,48.5301745286325,,,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4422108141822,27.5664343588872,23.1636881954366,26.9873288811422,33.6681679551741,36.55486337629,31.9647488123379,32.576934616783,37.7030512215151,37.3417004225038,31.8638471630528,33.7788287828155,38.9725218414304,40.6200803035492,42.5934450189094,45.6594377688605,47.1724862221267,49.6380557585594,49.4450044274721,52.3586573079481,51.3092356360744,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.026411401974,24.2633815780073,24.953358500961,20.4338821088318,24.7165795843938,24.2829465270846,25.0831159267422,25.6000320278915,26.1474299314731,24.1981784819177,23.6523083487923,24.5697151441677,25.055692340013,24.993379638775,25.3140255856254,25.7370114479651,39.5037301712024,37.4065095704016,37.4918462551337,37.4197337022166,39.3117008559594,36.7706230035177,
Latvia,,,,,,,,,,,,,,,,,,,,,37.230121116377,36.2315270935961,37.2562837679117,38.9704169578383,38.4925072690673,35.1817763460654,35.3609625668449,35.9340659340659,34.9342242639382,36.1496107841276,31.9488287090879,32.9058447390164,47.5155210016973,53.2112289206201,59.2413466726818,60.573118232813,64.0059207913643,65.3665369649806,68.4267984371409,71.306593580351,71.827309709126,72.427799753307,72.6829456318538,73.5491208118275,73.3188231762234,74.4588636759907,74.5864554658452,73.165646625233,73.9098645859239,76.0559609599318,74.0534918031522,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.03081500356,67.5417152687905,68.2481298524414,67.6547756041427,66.2065373095455,68.2878433793377,70.1305528782967,70.0308430431802,70.8285760887294,71.4574337440082,71.6566924643287,72.4152118755707,72.6419017256913,71.0054384326318,71.3131948814768,70.7439379021347,72.1599415820917,
Lesotho,,,,7.81768391719745,7.64339067055394,11.4338036430481,35.0304292635659,38.988032020932,40.2215549292396,41.9465154306771,40.8392010135135,58.5521441351889,41.1208583333333,30.2247240437158,39.8784361581921,43.5071416837782,43.8011165644172,38.6782401384083,35.4729509433962,32.7179164733179,48.8595391644909,48.5552307349936,48.4518485645035,52.7426936792394,50.7230500621411,50.0394037128546,51.2231495928,41.7388752537088,41.3836032237307,42.3108897226524,40.6560796962135,42.1655277101186,38.4014399438652,38.5227299933027,40.5316599894609,38.3636239834382,37.5459153144334,32.0852904000129,40.2840414746767,35.3505817495135,56.1102211693641,53.2015734428702,54.8813475379202,55.893183647037,57.8981023430098,57.8961607018604,56.7734033379733,56.4208172582678,54.7205915458262,59.3928438240496,59.5077875554882,
Liberia,,,,,35.3354134222374,33.5567970490758,35.3824683554867,34.609092009093,36.3355969410373,35.0208630503838,34.3551791857811,35.0499980277744,34.6091376175948,31.7961165851399,28.7567955354101,28.2525125750648,30.6668584492342,35.4732302115932,36.2500002230772,35.7247721683915,35.9840161642943,35.4347377885895,36.1830388957487,35.7668803977355,36.087349671589,35.7472438636812,34.8563314241348,38.6204769736842,38.0236914025252,37.5937921874585,28.8241415192508,27.6436781609195,33.1096196868009,34.28927680798,33.5098335854766,12.9080118694362,4.1405269761606,12.8083812098682,14.2658507833316,16.6138511098015,16.3665541453213,17.1454875490889,16.431252245061,17.7230586177958,18.4347811632238,18.4270083014694,25.99,26.09,21.9,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7157521031103,20.551437683571,28.4058404842679,22.1926932297177,19.4958745148947,21.4992555480992,19.9366489987553,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0574886535552,32.5357607282185,42.8212155408673,43.6641984071259,53.3770710869677,57.5985637760721,58.0218656728724,58.6557442602454,60.2219395254072,62.6770951342747,63.8710746814181,63.8080322770835,64.906406399917,63.4326096039136,62.2798225913727,62.328258941314,62.8376452250486,63.4613527034501,64.6963822239645,69.6901560887289,68.336026451499,
Luxembourg,,,,,,,,,,,57.4865971858314,60.5020821231532,60.5996072576994,59.5057963647181,58.3883598963423,65.2984274618356,65.1581629853836,67.277501028878,66.9521030577394,67.1690408120229,67.9535006454515,68.5104801196249,67.5244611233328,68.5762130621465,68.3537933298115,68.2339007006932,68.4874546200873,70.7271114021195,70.3261972987691,69.8204029902192,71.359609460194,74.2458805401524,74.9580971019162,76.5916186835982,77.2435951821522,77.233804506,78.8918500327896,78.2399002899179,78.1961812773851,80.2544412221705,80.962524333194,80.7453262960588,80.9026004772029,81.4015743287154,81.7047774601878,82.9434057044922,84.0963745047294,83.4209872453205,85.4308199367727,87.2685322132166,86.8828156625056,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4252176275526,80.8178625477986,82.8292561069179,83.9982807268089,85.2742853568524,85.814281851774,85.7070482117187,84.4622087534459,84.3416844021041,85.2832707470972,86.9967359812227,87.8273461507084,87.1531322985346,87.8845998788837,84.7608434644447,80.1558490812015,80.7798211405565,82.7072656435464,88.9607973363477,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9961127742281,50.7714018033377,43.8515961010643,53.1410060639937,56.2977705125974,56.8068396866537,57.1832348634684,52.6854686408625,52.9245494289389,54.4994461445255,54.2456104791102,56.1040823643907,57.4595728524541,57.8214945903149,59.4197849261348,59.5133067146016,59.2966951839145,58.4828919413802,58.6674731193324,61.3578555401462,60.886495065644,
Madagascar,,,,,,,60.8370236511309,60.464208789057,60.9892093388268,60.8399300873094,59.2657827391618,59.2180521661104,58.021518428969,55.2794180312899,49.9076884198658,50.1113520402316,50.6170670421735,50.2038715707593,50.5535288261041,53.0593989189057,53.8934091041004,52.7744941442402,52.3644007103342,50.7147424765715,51.7480905686299,51.5374353936894,50.3500794567819,50.1175899415416,53.3502102672042,52.2833863583176,58.5970226945305,57.216412345732,58.3927374549794,59.401140080122,66.4682507168319,64.0896303090342,61.4371344399469,55.0046210686173,55.7953341866194,56.2176608407919,56.5572962868537,57.5241598798163,53.9094156537517,55.4256125055432,55.2501459260127,55.9338366023086,56.3745652683533,58.0530647067658,59.0165926208891,54.8869426022031,,
Malawi,39.6444444444444,39.253112033195,39.6360759493671,39.8633257403189,37.4255952380952,36.7852604828462,38.1163434903047,38.0129589632829,38.7828777720474,39.0512697652132,38.563829787234,39.8653437278526,36.9271348499835,41.6079812206573,41.7724440341565,42.4297554073176,42.2790915564051,39.552564313961,40.9831667494429,18.5827575442248,33.7230523513753,38.4686277806697,37.8836132693443,36.2546934482038,37.8887959278372,35.1786895284389,35.3683860286695,26.0780386225871,26.0036601701539,24.3995559061876,26.1098242383372,29.3710002856327,29.6574656588694,26.985092491245,53.2331338063055,49.953702709113,45.9718378831055,49.3273368536824,46.1364179841655,43.9253798234523,42.5441890883957,44.5301597042626,45.4514224115988,44.8841069703813,47.9342240204373,50.343683144854,51.8734095618725,53.3737841465626,53.8352113400141,53.3597095034875,,
Malaysia,46.2839700077212,43.1016002836505,41.9729535770794,42.4368416089758,42.1784214487291,43.7671471776373,43.3086394337696,44.7522201523423,46.1971301163922,43.6043748598741,43.1678723868567,44.6402412397716,43.6478849820633,43.4126840886618,35.7697759773086,37.1501754053784,37.3067322438688,37.3823991332959,36.2752929947734,36.4591358508601,36.3478930957791,38.2544071904924,40.9943776322912,41.472599127678,41.4936044404462,41.5558899900791,41.6517308521847,41.5119925892631,41.5719425114417,42.1141654973503,42.5853013723273,43.5373697437577,44.2813305876252,46.1278953497522,46.2974558446771,45.6484399400734,44.7915696071573,44.3247736171292,42.8120007311523,42.698594522535,43.0804066206324,45.7863344101606,45.8995388987326,44.1152520840845,42.1986803024166,41.8927078159789,41.5302312603207,42.3885092882319,41.8874734172159,46.6683221955505,44.9655055856825,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0076082121871,76.4534197480524,76.1978812323841,75.5674374136893,75.2394161548115,76.2024837672571,69.4320882335019,68.9923921748084,68.273626793502,64.5701499001468,59.3677863693127,62.7654728992555,76.2276081327379,77.8138283023537,81.4977923950262,82.3219430176648,
Mali,,,,,,,,21.0739362037394,23.436118939968,24.1330722002407,22.2997935444332,22.1371195773688,25.6813890306783,29.5131564450653,34.9876064990188,25.5759127658262,27.8573207514552,27.7920955474258,30.8624159216878,28.7159256946397,38.4809897231457,40.2525062501871,42.1689355548028,43.7219372431128,41.3287851777659,44.1618526174056,41.5689482943266,38.9166975270061,39.1560904478793,38.0220139112835,38.6200211360764,38.027847539912,38.0329552698231,39.2744576651534,34.6085963081705,31.8029361493164,30.2576481323478,39.8830270147032,36.2376590690732,36.7819078817777,37.8639280388796,35.8445055253268,37.4186550976139,37.5850151367777,39.7626222125478,39.2629728190686,39.0547935804527,,,,,
Malta,,,,,,,,,,,41.013726734316,45.5695163448942,38.9322009641224,36.7472217742793,32.7274419948918,29.530615872451,27.4316115293486,28.4786433391787,29.8223185890008,30.9973544254176,32.575127058826,34.7378630133668,35.5417386839666,37.4917459046955,36.4008749811194,36.8994220263334,36.2319072355946,38.4093691337036,39.4864573776874,39.3685141335887,41.1604819551534,41.9764277218572,45.849482569084,47.589458256125,46.4195877470353,47.2873743849607,48.6428642542498,50.5988379739305,49.5504982603604,50.9860520558153,46.7584958543551,53.9279118477019,53.2323827131872,53.182215660581,57.0266803488969,57.9234442801387,59.0804442036836,59.3678173038399,60.1751684696754,65.1911590209762,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,33.1654740272978,28.0581429865649,32.395843415924,35.1904254294719,35.9693101442333,32.2247636048133,30.4597036060635,30.942733410943,29.3417188888764,30.6913929418995,32.2513641905061,32.465963230432,36.5746515861656,31.2235662238116,31.093049182342,36.3232834474471,37.6518980967709,40.9559043798861,42.9728214821148,42.7234327188507,43.6303542023272,41.9157927712316,43.5101275379061,44.9739440074934,45.9864032426371,44.632369850074,42.2246741137781,40.9339650405763,40.0809450189157,38.3949174815811,41.5733689351287,38.3361779109004,39.1342690772341,37.3871818722948,38.3329126298791,37.393915248879,38.3617347110346,40.1797587151496,34.3002253152147,33.9213620250781,35.3471701891835,35.9068142557976,38.5924628772582,38.6760740372281,37.1639111696799,36.2969644678014,30.533272143185,34.8252878811127,40.6056046332244,44.7142322560771,38.9434890932482,
Mauritius,,,,,,,,,,,,,,,,,50.7910662068341,53.4522989748606,54.7276581861144,53.9030525698222,60.6608267790048,59.6544770015473,58.8446456937211,60.4970566623256,57.775191854385,53.9877886225021,51.5812621712786,51.6055966185652,53.0341647507538,54.0371617246416,54.3558282208589,55.2272961670511,55.1961165473057,56.3534571322495,57.7856684387142,57.5878924552594,57.9608636407854,59.685839286256,59.8665291833267,62.6668463005472,62.0629752807576,61.5004202139128,63.1113209561769,63.4354207091953,64.4155689560111,66.3817618042002,66.8624214886104,68.5568327597889,67.8173721651656,68.123267917166,69.4151749612384,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,59.4523424280878,60.0725038640688,59.4952000525131,59.8151902711606,59.8018594793881,55.1143447257281,56.2422081489414,57.1291237345759,56.6170316064336,55.609003715424,55.8027561592418,56.7224013665382,55.9753672800107,56.3459840174554,56.7149890213119,57.3554222019879,57.8611169416464,58.4461651806885,56.3196418897837,55.6647390566811,54.6608740530853,54.7918158055511,52.325665229472,59.9935534189973,62.8744107290913,63.7336211817215,64.4428590920851,65.2166565376868,66.8782484252978,67.2439462027422,66.4598711485162,65.3758653449286,65.7492405260989,66.1214570025015,66.5788391169852,67.8104667447381,68.5910373849122,69.5718352335084,63.1443341248099,62.0768991288405,62.3100823397374,60.5132798050323,61.4103149655237,59.6129827286576,62.4217619729039,61.7790561509487,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3050154120935,27.2090304307733,23.9316239316239,17.5805539853024,23.4853229867096,32.4053169692035,34.8270381038502,37.8895088980993,40.7634994602915,43.7742375721216,53.0958485625443,49.2478961631722,49.9449984671704,52.7272922117917,53.9535480859506,62.2416498707482,64.1319452692309,67.0250557684756,73.2133324438018,74.9812249691203,76.8427148733492,72.5117923031973,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,58.2810544412912,56.2688643226429,55.2727430455223,55.8272584092424,56.4217333913903,53.0547402508857,55.1893363857271,54.5533502036787,45.6904845683823,44.663151492049,48.8015962404473,35.8965506395982,39.6025877159307,37.2310465396323,30.9536594741672,33.8223088941658,34.5454132281933,40.4455018396318,40.7725718480016,44.1335575305871,48.4772187467984,52.9492500140572,50.8415660939075,45.4127770817139,41.7333228083084,37.3609689783844,37.6500475630877,44.2077167982168,47.351762068964,46.2595526445294,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1154218442345,63.3894764329547,63.6988706953569,65.7681127965832,66.8336960941424,68.8362071801214,69.4178587668645,70.0187963751054,69.5443577303004,69.9365876563722,71.2597261093591,
Morocco,,,,,,,,,,,,,,,,,,,,,50.487180371916,53.0246531742722,52.3968276885468,51.1998246575867,51.8645911111236,50.4725761022117,48.1158083237717,50.4855084476035,47.7290742044038,48.1245320309744,48.3180712358927,47.4591972867749,50.0563716280357,50.7977119640245,49.1634731977847,50.8542616772449,48.8832069753261,50.4498061677842,52.0673161570515,54.3339994786689,55.9505113351927,55.8812034919646,56.1290615975807,54.7781486150514,55.1593957884819,57.1027690334124,55.9583201402457,58.9549435305199,55.0449298938725,55.0196966426143,54.9588440580064,
Mozambique,,,,,,,,,,,,,,,,,,,,,28.4934146260415,31.1000007951471,33.5999982933152,34.9000031185094,49.8165807362892,39.2985618737309,43.8686034251709,34.4069270879176,31.7334758998898,28.3362513629762,44.4707077047669,46.2363188820611,48.7797381276685,48.6273988068317,51.5383980011151,50.6681687301872,48.4548493704231,47.3874384188185,47.1986162110364,48.7769418147901,51.4715739779348,51.6757487925635,49.0290857435869,45.8619454660112,45.1694922912136,47.6985657520713,45.7192937023721,46.4113571682516,45.8655111931305,44.9252643248447,44.7566838449756,
Myanmar,,,,,,52.2035612613388,51.3977494758508,48.4933573053651,46.7723067741627,46.9188078924125,47.8167640780791,47.3603523336986,48.0969208608254,48.393703085028,44.1004655709706,42.1561522130604,41.8638576951021,42.3188590389903,43.1981123107725,41.6834092240391,40.7858296577826,40.233208358209,39.72997428264,39.6082175843144,38.7484338227792,38.7343938254128,37.6036776567117,34.4012895799439,32.9407367007743,32.0095297561088,32.2049816574021,31.3251328682073,30.0491550149221,28.058504549697,28.3899012242845,30.1434196152326,29.4681683888482,30.8994389510937,31.0917792294083,31.089795098844,33.069106718564,32.350318672685,32.4647860410239,35.121198204148,35.4421650396649,35.8005544990891,36.8437498479477,36.2681051467312,37.0590882558267,37.3552107780452,37.6441340811636,
Namibia,,,,,,,,,,,,,,,,,,,,,33.0407523510972,40.9313725490196,44.6774193548387,47.1540726202159,49.3138556883577,44.6929357472488,45.5277004023522,49.1789819376026,45.7573711456223,45.7038038231319,50.2463953276145,52.8523220311747,56.3825363825364,61.547704878635,56.7295597484277,59.9857790418629,60.9428614053409,61.1839464882943,60.0441764670766,60.9511272009215,60.2169689119171,58.565751188702,56.7379827729925,60.7132593827232,60.8443729739388,59.4970812752582,54.8892674616695,55.0413654968214,52.8478931291016,57.9689133616784,72.8844205673228,
Nepal,,,,,,23.4974661491086,20.2198823529613,22.8494641583862,21.3446607079724,21.6385474162662,21.1752546310111,22.6096885376501,21.2438355856626,23.512548967371,20.4989917179464,20.0677709245113,21.8518289226014,24.8846500892033,25.0244247900381,23.7018139507716,26.3090530006813,26.7336852674904,26.135620599402,26.9001034250353,26.4106552233105,33.1818698171078,32.6706754936738,33.4492811236997,32.93405710804,33.0891836565654,32.1305806768425,35.4219785279997,34.7368334074699,37.1104952403904,35.2169428664568,35.4870823857814,35.5788671098622,35.7040840033364,37.6020744797838,36.8990579574521,37.0484020216964,44.5644707179968,43.3195398666812,44.3132569380329,44.9703314765957,45.9553132720129,48.1602571025563,49.3456475389097,49.9370412985249,49.6063494367701,48.4858159735466,
Netherlands,,,,,,,,,,,56.6316776007498,57.430386905752,57.9628779237709,58.4818150195184,59.1096854071698,60.3700503227774,60.1556281024999,61.5299343982925,63.034372918214,63.5444622723642,63.1261094131622,62.2907633356862,63.2346854304636,64.0166110615103,62.7123276972939,62.5875857021386,64.8459823531259,66.368603300987,66.2854781617321,66.0721344803569,66.2219879195111,66.8094661269832,68.0754625022846,68.9490943469369,69.2329505711185,69.1634685838236,69.8386158513858,70.7029121906185,71.7724140272261,72.8064239766506,72.4132667407576,72.7821992373402,73.5861806001342,73.7960193389394,74.0028017231513,73.742497511958,73.2086043773434,73.2378607308185,72.5650699777941,74.3616787260286,74.1489691417532,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0660050268073,72.287914965335,75.7400677885584,76.0044700243832,76.6339134081656,76.2432587451723,77.3978916787083,76.7139097190251,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,56.2412238019056,55.7534644741278,57.4020014207271,58.9126693985002,58.7431150906818,57.1666572221092,58.5984479869571,59.6045762905175,56.9956982881417,58.8648505664075,58.6490471514331,59.3432870719126,60.2221812333731,58.6553572713245,60.8119152953254,61.6894968984466,62.9665123283185,64.2949568949968,63.2759532797018,65.4555624877605,65.0710051701181,65.4509296145812,64.9030123734336,65.1323785446054,65.9314892969229,66.2219149171368,66.9056281907061,68.3501059586288,67.6739367048149,66.1833384736861,66.5260934382974,68.256093616207,68.8919216169855,68.8448716190889,69.4744613007373,69.5434775615337,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7111864842438,49.2925186522038,47.8773133375877,49.5687412624538,50.2787219168836,51.6408932284789,50.8853961661486,51.0313148176253,51.2492651496284,52.954660398709,51.3172992196365,51.1952907500745,50.6745195574231,52.6876851613186,50.5469141016438,50.9437337587755,48.8275595228852,
Niger,20.7901034336573,22.6665065997026,20.4827474998532,23.4384416545428,22.0766573376542,28.8242647627522,29.4046545680373,24.8599277276807,25.9768039383031,28.3360871442179,28.1834129037401,27.1417953803262,29.4382505901972,30.3507636491583,28.4700564938772,38.6751396698341,40.0927001229604,34.2251597425117,32.3624884156923,32.5749684033377,34.0000003709585,35.1924029791716,38.4464552585326,38.1749368628219,42.6311671966512,42.3362167013924,43.4334253063564,46.0885084656285,47.290932739727,48.381992219002,48.5934260618258,43.189171777231,43.380383407867,43.6293158731874,41.9057489774111,42.5436743204218,43.2659138209592,43.2149428972999,40.6615361178037,42.1133137327028,44.4001874414246,43.0014025245442,43.4426229508197,43.2314960630279,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9159729863089,20.5424352240314,23.6990670212654,23.7367492104495,26.0854987491097,26.6337942281635,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,62.5105636911744,62.9013754955078,63.259186733164,63.445483535777,62.8525506103861,61.5982360605352,61.698649400873,61.813642192175,60.8322554037081,58.6350354748284,56.8222017388705,56.6649801996277,56.894846998707,56.2629219255036,54.517455883647,55.2284940139146,61.6548071744488,62.4301546343908,64.1932385472692,62.9209262084197,62.6233631360391,63.5920088900152,64.2540067489578,64.5699277562502,63.9520211936063,62.7565860142536,60.7297732345586,60.4380777638653,64.664933552653,62.9221682111997,55.9526331626199,58.0026909233766,60.3307764459884,60.6393453104022,58.7898435714263,55.9169409733329,54.1655938253778,56.9161058819092,54.2225392296719,60.0681233761399,58.179027840812,
Oman,,17.7914261733572,15.4228855721393,15.4205607476636,15.8371040723982,15.929203539823,15.702479338843,10.5670103092784,6.98856416772554,6.69999,7.20972846441948,10.7913669064748,16.9034090909091,19.3034238488784,14.2480219101789,19.6768463389068,28.1917999523492,31.2632082787382,34.9709623272981,32.6560674331181,28.0915739310442,30.3952434419721,34.168773592856,36.3626434142902,37.9861523566762,37.9380210197199,45.2228600845714,39.7216475135465,49.7410471080788,47.6356967476968,43.3172338578646,47.963676401586,48.8773784127165,51.8985760979899,52.3604372980408,50.7395753323476,48.12999000923,48.7576977352321,56.3723056485033,50.0790655232106,40.7991452759462,43.6774229528125,44.4398504239305,44.1132439937221,43.0319563537821,,,,,,,
Pakistan,38.1826359845991,38.1694563416698,38.7447850804504,38.2098765556515,37.9756771744713,39.7279290883247,42.3231992486143,41.6270792080278,40.5160168575197,40.7456711113632,40.848999860616,41.3373616372169,41.9125843978957,42.0330625596218,43.1558544269959,44.5097474931964,44.1522629924524,44.7963702225959,45.5813654006584,45.9896202824496,45.5603438148965,46.5716537783865,46.1802538907885,47.6657345156655,49.3787849941681,48.9959161031162,49.0263072813177,49.7313904023381,49.6027604227888,49.1610784451325,48.8320747091313,48.7796545708227,48.6349581343619,50.2882401864476,50.1850642281733,50.0645044758391,50.3541909879884,49.7870276388003,48.8877754864798,49.229790240513,50.744970550418,51.8876725485338,52.7843427435508,52.7320918403129,50.8289929753718,51.4334671333989,52.7707306265661,52.6435322756897,52.8766172820792,53.705308682691,53.3885329806281,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9003165516489,80.6513233298642,83.6956919362509,84.7175619680653,87.0136909490211,88.0185158604852,84.3054626339158,83.7912657691371,80.8175861981736,79.9007484410856,78.7383375383104,79.5590802780248,78.9801060907598,80.3796281505455,78.8195289428509,75.7982363492054,,,,
Panama,,,,,,,,,,,,,,,,,,,,,71.5466415399112,72.2461304358163,72.8255728965132,73.5046856328225,73.6823032011274,71.6767630586353,75.0197803006606,72.121311895224,73.8223067120684,73.7164606729824,75.1174346830234,73.971420013039,74.9091868732342,74.1396870024242,74.7266785901591,74.3402280108877,72.2828464212538,73.6299592139414,73.7286059976683,72.8990928644908,73.6152390010151,75.2356816118915,76.4081291904725,78.5301596565092,73.5443110023337,76.4561911959453,76.8766360137534,76.8324046292328,76.6941151936333,77.0658603337159,77.9161685685608,
Papua New Guinea,,35.8986391365556,36.7239101717305,38.8471177944862,39.9394856278366,38.4511784511784,35.8844550327576,35.5878631005684,35.9412762388962,36.9259946636713,37.6346303519672,37.7707231789051,36.1942188705253,32.7964260885796,34.0449606629671,38.4254021353634,39.7878018157212,36.888009528854,34.6302077041602,33.1555310355669,35.9114075146518,39.225083180394,39.7077037404013,34.8136155069182,33.9087229534543,34.9086917293233,33.5069111699183,32.184249167437,30.4755947816755,38.2207157983607,36.7517291140117,36.0306709745638,32.653765935785,30.7389324428461,32.3235572374645,30.8579851580766,30.0518937340252,31.5870271559305,31.5109156164827,26.828743545611,22.8084029250141,23.1663676084466,23.341212985185,23.1201869013305,23.3334614662216,19.943345113516,19.0350935808574,19.2367243911788,18.4459988037343,19.5936521904223,19.4543255813516,
Paraguay,43.7016416895016,44.4042678256533,44.2532708413846,43.1476261322328,43.4165144631851,44.5139648043239,44.9223597576263,46.8260608361983,47.8370815040862,47.4672240510297,47.2523031554501,46.0256044016248,45.1459784684285,41.8967271315677,42.0538263998896,42.0759404632384,43.2500735702967,42.8133017601432,44.163550048404,44.877074525555,43.9325975181545,45.0948896611866,48.1144886925061,50.6906273744384,48.5912337364569,48.4966529337384,50.1908577818084,50.1323387784422,48.2242261897898,47.3179414834766,46.9850488076115,48.1638469248512,49.6091083948626,49.6676868167149,58.0790914956207,56.467837508551,56.1775552740845,58.8477747210322,59.7240457489551,58.9355257063523,60.5064966785245,60.6745270331946,60.2415209899955,57.2698308905044,57.1035642591362,58.1973864760945,59.3474457007548,58.021613211638,56.173358257385,59.4659475590297,57.3090388633898,
Peru,48.3842476166122,48.4777626956854,49.6430994536491,52.4429993854849,51.907247510772,52.5964391103583,52.2257060466515,50.4934198143079,50.5784376582102,50.1446872604184,49.7499997275216,50.4322761853632,51.097634473473,50.0241443989783,49.4158186508763,51.8935998302683,50.5025118797588,49.7023531722419,48.5983278171738,45.4944003161845,,,,,,,61.3441468325592,56.3171539504949,56.3171539504949,55.774415763724,64.0842065171646,64.4287395116554,63.6095455227821,61.5286083348215,59.6249604757816,60.2510795642811,60.5503302860592,60.6722170629207,61.3290709379346,61.6885822047433,61.6067585235371,62.1719604132952,61.7682115119579,61.5369395778638,59.7324205948445,58.4687232673992,56.0309646218155,55.9317587178866,55.7117584047988,57.3504906106743,57.4650067406117,
Philippines,41.7912174273196,41.574968578323,42.0628106763566,41.0148833122602,42.1346418431766,41.7385152761197,41.9165527775545,41.1273720851892,40.201106083459,39.8796201076765,38.5916063382777,37.3321020819342,37.0288704101654,35.3214039311246,34.4507990806564,34.6604909680408,34.5803428948754,34.4459646203876,34.9054403912729,35.0847708230656,36.0965583448547,35.9362348897001,37.8236757394136,38.4014717796016,37.3393888434471,40.354583017855,41.4776469197076,41.5579907552244,41.8815739093223,42.4089410056146,43.6240121718805,45.0027283413367,45.3420087469359,45.7124894113562,45.4664451968537,46.310581961446,47.2962657038328,48.9946401411274,50.8499606468136,51.7330016254743,51.5771488045244,52.2984129616803,52.2706675313989,52.7347739002742,52.9419434948495,53.5010366878878,54.138133134078,54.4502213406753,53.8787677443395,55.2091383829028,55.1173873907379,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.630388908466,46.0912002762435,52.011174367877,52.8247298721869,57.5102630279758,56.8250391025749,58.8769954163628,60.0067249200042,61.1903312511121,62.0444800572836,63.334611853391,65.4352719505793,66.7956513469972,66.0466684668781,64.1404952139862,64.7618860733047,64.6029388549355,64.0350791982453,64.7276788753184,64.6115284441283,64.8286662596366,
Portugal,,,,,,,,,,,39.7662921371494,40.2904845702015,41.3244727179933,40.8333866424033,41.0411715528218,42.8122714481091,44.9067331959439,44.9067331959439,47.4938898390843,50.1878536293965,51.5589393691057,52.6550696247144,53.1664743854772,53.7276629810573,55.139732865705,55.7305377717927,58.9366867547227,58.7219256756767,59.5440335077029,61.0121763723022,62.6131125768961,64.6746663240068,66.1012437205788,66.9820050055906,66.4706963077469,66.0681612910739,65.5249175611809,66.1514834441557,66.7726088628629,67.4674186772505,68.3942529137498,68.9517920678907,69.7392969123924,70.7325096309308,71.2148098706898,72.3010696895306,72.4445122272955,72.7844512672638,73.5727125627548,74.771070677074,74.4989989575922,
