"Energy production, per person (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003454039885662,0.003052505523812,0.002915277614129,0.002161507155241,0.002325470206187,0.002232463160525,0.002642397446833,0.002623379760944,0.002332406750795,0.00216824811118,0.00232045254091,0.002326040138741,0.002487534681169,0.002889266284751,0.002751230487768,0.002874146361761,0.002787222533887,0.003282495813081,0.003148217964527,0.003098238782853,0.003651708248207,
Ethiopia,,,,,,,,,,,,0.00027295114159,0.000272194066362,0.000271710250696,0.000272085483156,0.000273646799092,0.000276598917145,0.000280618870824,0.000285066205401,0.000288950710941,0.000291591084834,0.000292694940935,0.000292705967267,0.000291820859234,0.000290621053132,0.000289281068279,0.000288643374457,0.000288420045815,0.000288617707009,0.000289213874711,0.000290733145442,0.000290761316586,0.000290825270488,0.00027376173295,0.000272954347072,0.000271755451495,0.000270407353354,0.000268848255173,0.000269804980592,0.000268844465325,0.000267922239104,0.000267656498865,0.000267151973861,0.000267039737731,0.00026705984644,0.000267323954514,0.000267875397026,0.000370060354791,0.000372341011368,0.000374107985822,,
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,0.001194606276613,0.001232113309725,0.001236974010211,0.001191716912661,0.001184856925637,0.001192735235436,0.001193537454136,0.001182354120609,0.001133571063054,0.001094946836814,0.001084545846524,0.001077965344938,0.001050083423568,0.001046065018603,0.001062642033526,0.000927421853908,0.000880040703683,0.001066959892096,0.001124336815929,0.001350566672609,0.001446276044631,0.00186700508735,0.002091785751952,0.002097124157338,0.002158005916911,0.002116614642469,0.002300366046551,0.002165358011638,0.002263508886369,0.002345144374656,0.00242273918412,0.002229838535802,0.00240758418564,0.002333724859199,0.002555710086254,0.002576337728048,0.002656193922668,0.002926436058753,0.002637816286626,0.002983897698467,0.002913558860085,0.002909767838339,0.003094578824987,0.003073167075929,0.003024001988493,0.003176852691911,0.003454335753416,0.003050134100605,0.003105915655412,0.003098916680676,0.003197409063134,
France,0.000991419674679,0.000952676942297,0.000952192347165,0.000894753395425,0.000950201744118,0.000943327015257,0.000932145629714,0.00089318681625,0.000822464511924,0.000821492692765,0.000986780190347,0.000930541964644,0.000908440458899,0.000849806236354,0.000808023461568,0.00082687512101,0.000775982482277,0.000836300071326,0.000855555208899,0.000891866330379,0.000976243325858,0.00118168188285,0.001168114218738,0.001334666338987,0.001546835199121,0.001688081927641,0.001796633409335,0.001857067121353,0.001859925218857,0.001936771784817,0.001972712017614,0.002080585248378,0.002101373700428,0.002201465736252,0.002147839962391,0.002210151886348,0.002270222126072,0.002209409511883,0.002144130557816,0.002164179879306,0.002215180600732,0.00222459870835,0.002244832418677,0.002257224209724,0.002261544726922,0.002246760347224,0.002235774132013,0.002191108886679,0.002210556443689,0.002073846472651,0.002162767189042,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,0.01195661703673,0.012697171676534,0.015279816992401,0.019247112140817,0.020061239433876,0.019392567884795,0.018856926698585,0.017305956661913,0.016438713752304,0.013830183068406,0.011872973284414,0.011862477129463,0.011529165728862,0.01127940127463,0.011882992151774,0.011145197670428,0.010233533189311,0.010136280150285,0.012403549251505,0.015747613675994,0.016602324226708,0.016001475856183,0.016439376042348,0.017510153858978,0.018179355428496,0.017809436467942,0.017540771810912,0.01626974979965,0.014280046103034,0.012257306476134,0.01142183404385,0.010941851112564,0.011473153374159,0.011243066544361,0.010899847453435,0.009687685729664,0.009683239477479,0.009315025063607,0.009195776148314,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000386356481018,0.000306841479437,0.000278992538479,0.00033876121064,0.000199843964905,0.000236767865347,0.000323010911125,0.000292655052655,0.000283523798989,0.00027653595941,0.000279323986755,0.00026992543323,0.000287252536406,0.000301314257705,0.000285056643199,0.000219055770754,0.000209120098136,0.000243545225541,0.000245451884812,0.000287715924758,,
Germany,0.001720272962268,0.001722330223178,0.001717453266181,0.001737970679045,0.001747195058223,0.001659916789203,0.001562310748777,0.001431400139362,0.001462594610709,0.001497555402427,0.002234794466016,0.002234843418061,0.002188221539215,0.002182984183862,0.002200801589731,0.002188308666702,0.002213404789209,0.002205046986781,0.002226776944916,0.002322970022184,0.002371034180376,0.002461634086086,0.002476894706005,0.002439105106884,0.002545040130014,0.002694511653652,0.00257207986137,0.002558872617718,0.002585175910613,0.002549747866733,0.002353616675011,0.002112987947068,0.002033327173871,0.001878243943445,0.001780967304649,0.001770140833745,0.001742763463014,0.00174399792124,0.001651110357395,0.001665904386419,0.001643446291114,0.001635049553643,0.001631870906582,0.001647079423575,0.001672186011829,0.001639827927879,0.001652646189963,0.001666757452773,0.001619068047682,0.001542245520058,0.001569781743475,
Ghana,,,,,,,,,,,,0.00026228365789,0.000269749347228,0.000278249574779,0.000285091325021,0.000284516162647,0.000288222655158,0.000292752921275,0.000289221772621,0.000300741386576,0.000302585769024,0.000300278756718,0.00029395015418,0.000273303164715,0.000267458464058,0.000275973559592,0.000286023247448,0.000289493403627,0.000291986461162,0.000296394283764,0.000296862489155,0.000304775858623,0.000308838480601,0.000308786028526,0.000309704675758,0.000309031746434,0.000310482707506,0.000310399238319,0.000296112441294,0.000301366245066,0.000306994185904,0.000305371642039,0.000297673488111,0.000291939938373,0.000296691780567,0.000296893696736,0.000295531469757,0.000286956778638,0.000294805842253,0.000295808138227,,
Gibraltar,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Greece,0.000038681471012,0.000040705190807,0.000045666763016,0.00005844920579,0.000061106564678,0.000074976099301,0.000088921951075,0.000092532245788,0.000099712745739,0.000118797189503,0.000191988924829,0.000236024751907,0.000244349184637,0.000261929479321,0.000272771589343,0.000323565772742,0.000377718569436,0.000389894523146,0.000370324235648,0.000394732257729,0.000383297429796,0.000454012039201,0.000562624566623,0.000603927784652,0.000649377944018,0.000697805339324,0.000724478732979,0.000804460921743,0.000821420763722,0.00087751629865,0.000905301126391,0.000881719197137,0.000865177362031,0.000857932426408,0.000865320223859,0.00087130204448,0.000848032119343,0.00088303063291,0.000903257941217,0.000871703896609,0.000908907103134,0.000903219745123,0.000923715928735,0.000891431987841,0.000924013710633,0.000922325659919,0.000897286729119,0.000903660868517,0.000873416894214,0.00088992694716,0.000808810383978,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,0.000345454113462,0.00034470531011,0.000345387850337,0.000345597992768,0.000392498086132,0.000407696476405,0.000404039806724,0.000396820831882,0.000404094088997,0.000367100387068,0.000370027030182,0.000389826718883,0.000381777433242,0.000363029018614,0.000349975649561,0.000374155155762,0.000369818689845,0.000369498655224,0.000373106402632,0.000379979516159,0.000383798732418,0.000387672616646,0.000378133635058,0.000368799883616,0.000382406977063,0.000413698274784,0.000445849383415,0.000463147130033,0.000489037492457,0.000466112656636,0.000454231293838,0.000458265436342,0.000452526231186,0.000438408501766,0.000432238848409,0.000416700268755,0.000407464733844,0.000393332961309,0.000431222999221,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,0.000287433372033,0.000293324954973,0.000295697926788,0.000301020095919,0.000306480484982,0.000309859383468,0.000313194510498,0.000318394541914,0.000324812695113,0.000329974338111,0.000269622676009,0.000266557456293,0.000263870304725,0.000258863297162,0.000255252030705,0.000186917513845,0.000185950517051,0.000186278045968,0.000183688415608,0.000175796017251,0.000174313710124,0.000181475629207,0.000176817207084,0.000177785904677,0.000176745770174,0.000198762236048,0.000193979043395,0.000194927784923,0.000190600560918,0.000178331849495,0.00017547316966,0.000193921894984,0.000184383188001,0.0001795058829,0.000205462305432,0.00020766396853,0.000208732873023,0.000204309384684,0.000189235340053,,
Honduras,,,,,,,,,,,,0.000366321139638,0.000365550644019,0.000362161855301,0.000361981729279,0.000358429522643,0.000354977805604,0.000354546487373,0.000355346878459,0.000354386393063,0.000362390975951,0.000356296426552,0.000354470466798,0.000349198859751,0.00034256449702,0.000347359951915,0.000339405568589,0.000348122727641,0.000346228924624,0.000343175172292,0.000346477039403,0.000338545484711,0.000328133457751,0.000321315404546,0.000306918367538,0.000297935875219,0.000297473015918,0.000326194344479,0.00031796586555,0.000242494454993,0.000244800584611,0.000235437365848,0.000238628642884,0.000245345334941,0.00024705566912,0.000257731410273,0.000281641359241,0.000296065314684,0.00028455476039,0.000294614722864,,
"Hong Kong, China",,,,,,,,,,,,0.000007744040247,0.000008029867923,0.000007876546443,0.000008024895014,0.000007873791562,0.000007958818614,0.000007401324132,0.000007458737311,0.000007570520809,0.000007659757865,0.000007559899998,0.000007718406402,0.000007627394133,0.00000754292319,0.000007753253685,0.00000765127075,0.000007544532438,0.000007687156301,0.000007583030161,0.000007488966331,0.00000740814346,0.000007377098243,0.000007535295226,0.000007442761471,0.000007594335968,0.000007665097444,0.000007554127939,0.000007443485998,0.00000736809831,0.000007336528722,0.000007340014869,0.000007362984195,0.000007364744065,0.000007439900866,0.000007469170801,0.000007505500155,0.000007534942192,0.000007531797329,0.000007496161979,,
Hungary,,,,,,0.001026043423686,0.001017939409475,0.000993526785211,0.001045420837624,0.001074224889659,0.001141172341989,0.001144305612899,0.001133961916518,0.001217028244637,0.001214977142084,0.001191574512611,0.001276089809017,0.001323879095624,0.001440573073431,0.001371508827642,0.001354340604049,0.00134891222866,0.001398764921143,0.001416955918076,0.001475202768768,0.001556387837273,0.001531010217151,0.001604988690692,0.001570125458535,0.001543375647074,0.00140585371307,0.001381094528035,0.001344154155029,0.001323672407908,0.001284491638181,0.001344590565289,0.001322830643767,0.001294846192071,0.001214201447212,0.001164306111441,0.001137820165329,0.001109706722746,0.001102306434722,0.001027291888619,0.001012434729293,0.001027957647397,0.001026966575036,0.001018133701207,0.001047357353696,0.001100187987759,0.001099521667688,
Iceland,0.000857151785816,0.000879911520203,0.000929768721323,0.000991047438901,0.001051726690211,0.001049010416667,0.001142640590315,0.001224255561083,0.001368228510636,0.001539780562086,0.001935257544059,0.002045005101029,0.002187996490592,0.00254518439106,0.002463419727591,0.002653608890479,0.002791850540271,0.003044555836536,0.003164657111238,0.003738055524831,0.003962592040673,0.004755238719024,0.004982546293715,0.005214444100551,0.005241735493901,0.005188390127507,0.00522673313562,0.005331806009634,0.005497403076233,0.005590120509638,0.005495272633079,0.005585233079084,0.005347320504385,0.005684049453858,0.005590112076222,0.005851879406904,0.005982448476412,0.006165458370596,0.006581376447708,0.00786850357216,0.008198577575477,0.008631151581735,0.008584699929912,0.008481050931231,0.008597496962499,0.008883474926115,0.010825816418059,0.012926704413501,0.014018708194653,0.013951575538041,0.014267764325162,
India,,,,,,,,,,,,0.000249821096823,0.000251542303606,0.000251012014822,0.000257610600323,0.000266281272338,0.00026663342065,0.000266976724333,0.000265813666727,0.000264432866077,0.000266938643331,0.000279205482434,0.000287366703469,0.000295266212089,0.000303930215412,0.000305174855056,0.000313174357468,0.000316210112965,0.000325865586614,0.000328959318122,0.000333967075481,0.000338113534033,0.000336459930509,0.000333815201228,0.000339260437263,0.000348136723642,0.000348336656517,0.000352870143647,0.000345560028981,0.000346867267697,0.000347666878388,0.000349571216693,0.000352367469473,0.000358401416116,0.000364608556075,0.000370492613662,0.000378442568887,0.00038564144381,0.000393236635946,0.000416041171324,,
Indonesia,,,,,,,,,,,,0.000590876941392,0.000656085696967,0.000743294905411,0.000741443028386,0.000703250704969,0.000769146855585,0.0008418496334,0.000834701074912,0.00082671558928,0.000832702071085,0.000829106707589,0.000726511570474,0.000729134560898,0.000818395303721,0.000765913697583,0.000798355985626,0.000783246992564,0.000784163093769,0.000822968485189,0.000917168904925,0.000978465488195,0.000984327422481,0.001005112009753,0.001058617136195,0.001083495163968,0.001109909925063,0.001117908519912,0.001108826691654,0.001159536414224,0.00110712708344,0.001117338646772,0.001132385984674,0.001149026834681,0.001179149314229,0.001231728993667,0.001364278185004,0.001369271639214,0.001378172511551,0.001481971241899,,
Iran,,,,,,,,,,,,0.008111444068321,0.008835796076978,0.009989312876258,0.009997883430683,0.008687068860339,0.009274466054159,0.008624988057161,0.007695413412458,0.004614994677649,0.002093424083823,0.001985113613924,0.003121164638364,0.003083636303186,0.002674445127994,0.002634548699509,0.002107604524421,0.002570367885728,0.00241401177663,0.002998033806426,0.003267970580885,0.003497481904592,0.003540954879074,0.00370532873376,0.003709355944291,0.003743800713,0.003698391546549,0.003639552564388,0.003634929049503,0.003990899075796,0.004087629687584,0.003912681665541,0.003949022947249,0.004326797855975,0.004453934614244,0.004558286240062,0.004654906217989,0.004828422726191,0.004769087429561,0.004782544870358,,
Iraq,,,,,,,,,,,,0.00830066471852,0.006972742872197,0.00930917315097,0.008799060861701,0.00979525501619,0.010161213473371,0.009508770764347,0.010136486301557,0.013285395712856,0.00985911134647,0.003206357294371,0.003519172281086,0.003352737965504,0.004040404398067,0.004719710402922,0.005515455539527,0.006767215523436,0.008297893243386,0.008750182559122,0.006039767541489,0.000931733732297,0.001301492882694,0.001436492010898,0.001539154329636,0.001544219785407,0.001561064544437,0.003018617612013,0.004904776280001,0.005649491832072,0.005671079919747,0.005465039019224,0.004584827520174,0.003101980892752,0.003923183153325,0.003561749078317,0.003599192871582,0.003634524114002,0.003955705711546,0.003893950107884,,
Ireland,0.000488549828801,0.000477981998111,0.000474448597748,0.000472596843313,0.000479603463993,0.000388235199991,0.00043634808327,0.000469113382868,0.000586608104493,0.00055310131375,0.000478053472471,0.00047479424812,0.000451243580395,0.000363136236255,0.000417479278284,0.000521277207226,0.000435625390588,0.000405552725405,0.00033716832641,0.000434178119483,0.00055403713151,0.000720569404583,0.000871055546509,0.000915032715162,0.001030136310519,0.000805093965852,0.000744850034718,0.000850669051951,0.000813170341401,0.001065230520301,0.000981781928563,0.000929090864891,0.000868240572372,0.000967782235992,0.000992447622247,0.00113557620997,0.000972668633984,0.000777315483424,0.000663697528278,0.000655729689452,0.000567411627381,0.00045910673544,0.000392354147754,0.000457383931105,0.000455100942904,0.000392996511339,0.000377687730632,0.000327561288555,0.000348353475618,0.000346466520752,0.000435205038144,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,0.002022219346622,0.002057313728405,0.001960197983632,0.001318343353439,0.001970891679433,0.000025696989003,0.000022176388383,0.000020702445732,0.000023359234484,0.000040971253915,0.000039334189288,0.000020304052367,0.000017231652788,0.000013927474668,0.000069100611119,0.000082202080899,0.000085929834755,0.000088420566005,0.00008908978479,0.000094244623661,0.000094375791091,0.000095268057699,0.000100671017107,0.000099953237051,0.000102710781292,0.000101504454166,0.000103712004632,0.000104139813343,0.000101917633765,0.000106738656146,0.000109700809598,0.000113481766594,0.000116277971432,0.000269199114358,0.000319369824419,0.000397214685167,0.000418905890047,0.000549924820129,0.000449824120786,0.0005028130055,
Italy,0.000279456063525,0.000283167881443,0.000279627711346,0.000289984258535,0.000310666299845,0.000311657787098,0.000322024016402,0.000325435068154,0.000334225507887,0.000349298946796,0.000372555666998,0.000363694310014,0.000372074455258,0.000374437010136,0.000387264510744,0.000380804347127,0.000392582525747,0.000375724658048,0.000375014075813,0.000366816569492,0.000353874610687,0.000369472887587,0.000399458936655,0.000379267028589,0.000399267566368,0.000401074410775,0.000436744522171,0.000425725679461,0.000448268341056,0.000443774347647,0.000445401904163,0.000458656218153,0.00047902538413,0.0004969537486,0.000517922969704,0.000516415862586,0.000531631128283,0.000534417991046,0.000532753195244,0.000513803107895,0.000494316803597,0.000469461042816,0.000477475356167,0.000481186234034,0.000487322776266,0.0004746448539,0.000464225425298,0.000443416089586,0.000450335597824,0.000448294230772,0.000476052061236,
Jamaica,,,,,,,,,,,,0.000146131646454,0.000145569755064,0.000128350057515,0.000134307429215,0.000126033965557,0.000124925740265,0.000113601672958,0.000121596795299,0.000105491055542,0.000104989706386,0.000103614938735,0.000112305754877,0.000105114524122,0.000120029831692,0.000109805626946,0.000110215666271,0.000109833591187,0.000111089144677,0.000131632769752,0.000204920781307,0.000203852049636,0.000201986115704,0.00019546086151,0.000198997104541,0.000196391167069,0.00020026627257,0.000203396592964,0.000184198456711,0.000188143641739,0.000228094999783,0.000192108422886,0.000149761154744,0.000149675637662,0.000154682150942,0.000153490030216,0.00015251634256,0.000152220231359,0.000181491110113,0.000194405322447,,
Japan,0.000507893421459,0.000534732302375,0.000510549691442,0.000495616281219,0.000498668394018,0.000494530056176,0.00049652672313,0.000450360417393,0.000443694205246,0.000413378615497,0.000379340797697,0.000340345645766,0.000305874223121,0.000272988838699,0.000279791849422,0.000270025798658,0.000294529823872,0.000282707174047,0.000317087060798,0.000342501337959,0.000373476491607,0.000381116363135,0.000439953217684,0.000465439989932,0.000496953630949,0.000558772467301,0.000571354959625,0.000592067567263,0.000574074158405,0.000578820508322,0.000615132480026,0.000645657253888,0.000651201632908,0.000708932010404,0.000729185627038,0.000791670051231,0.000814873311767,0.000848960095001,0.000870738414158,0.0008327915057,0.00084173997821,0.000832262901831,0.00076897779857,0.000666295819771,0.000752914467204,0.000795198472472,0.000801970032939,0.000716088147502,0.000700872285069,0.000741128031424,0.000751247503476,
Jordan,,,,,,,,,,,,0.000000531183798,0.000000510046994,0.000000493197738,0.000000478728957,0.000000465374814,0.000000569288215,0.000000328663747,0.000000320216768,0.000000311252939,0.000000301475927,0.000000390646799,0.000000375451217,0.000000452635908,0.00000043432472,0.000000417347085,0.000005732250999,0.000008009507582,0.000006391447481,0.000016553923084,0.000047426386307,0.000044055344299,0.00004492879091,0.000046881733164,0.00006454041896,0.000063775372233,0.000060937251252,0.000062708432057,0.000062922013542,0.000060133418892,0.000059235822117,0.000057179999576,0.00005254870986,0.000056267964739,0.000056446482005,0.000047902078659,0.000052821259311,0.000048893830957,0.000047101087511,0.000048643685135,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005472198790079,0.005530240264317,0.005417026380108,0.004814186807252,0.004395513072269,0.003985334474706,0.004030336971531,0.004204972125363,0.004217305072345,0.004348133834651,0.005209000398083,0.005592969798088,0.006068959389717,0.00675401194673,0.007538514186609,0.007735762554291,0.00826020633172,0.008451043619342,0.009084521867771,0.009204796498929,,
Kenya,,,,,,,,,,,,0.000366818070807,0.000367186960114,0.000367176759203,0.000367979700974,0.000368476364878,0.000367846643415,0.000368615947626,0.000370219832047,0.000371204065895,0.000369589891734,0.000371190685799,0.000371275786608,0.000372187809624,0.00037181605905,0.000372790812728,0.000386553196949,0.000386271645039,0.000385598107904,0.00038525399477,0.000384412972189,0.000383400065709,0.000381545087857,0.000381107902072,0.000379893665427,0.000382546274081,0.000381973536299,0.000380099382341,0.000380374597468,0.000377414709413,0.000375245062977,0.000378838556429,0.000379536461885,0.000389303292995,0.000393490367866,0.000392121894137,0.000392116017351,0.000392055290233,0.000393453557051,0.000394626015162,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,0.001240818396514,0.001240233726103,0.001236146627975,0.001250869722661,0.001272975155874,0.00132733548603,0.001387064687004,0.001437286955701,0.00150704777788,0.001578306884138,0.001606367844984,0.001659324121139,0.001640880974405,0.001655758000499,0.001699164484078,0.001659448330667,0.001607554506261,0.001564239890284,0.001530727494187,0.00143542241426,0.001372220707528,0.00117546290664,0.001064074848338,0.000991060855956,0.000919817271662,0.000810982702262,0.000780113698617,0.000704390947343,0.000778306653508,0.000820698044627,0.000835203398595,0.000801457675395,0.00082187877482,0.000857573570764,0.000927676692198,0.000931561126542,0.000819913617642,0.000862664643262,0.000836019034268,,
"Korea, Rep.",,,,,,,,,,,,0.00019872837089,0.00018906259766,0.000202138573366,0.000224125637553,0.000242312783256,0.000221212184566,0.000227415060949,0.000239377829332,0.000244813973541,0.000247514771274,0.000255648127508,0.000258772330382,0.000287744507949,0.000317683125072,0.000360343359747,0.000447928917026,0.000514148358342,0.000509554530859,0.000514278857471,0.000526346228097,0.000511771409499,0.00046637958825,0.000455344998958,0.000434314591728,0.00047352040407,0.000500322750175,0.000524656618092,0.000595144101066,0.000669722011872,0.000747500740634,0.00075478755351,0.000750564869889,0.000813748796591,0.000817136062821,0.000912651177747,0.00092510015236,0.000896948906259,0.000937088488652,0.000923878265754,0.000925985580483,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,,,,,,,0.198812442753644,0.199659915721366,0.172151411129161,0.136954927234508,0.106155676899615,0.102671961673101,0.089647968920971,0.093003183755045,0.105818464329214,0.067974310130338,0.044048373139914,0.030657002945153,0.037720879752069,0.040228880678522,0.034889073597527,0.035447409575781,0.035947705485321,0.040888725577689,0.047488824842216,0.024128614586382,0.004947261059062,0.031082538796524,0.059358187971332,0.067533981767673,0.070624848655731,0.070811995430312,0.068631207663514,0.066623354518048,0.05802038103248,0.058902093790866,0.05573506957645,0.048717537694172,0.056889867621848,0.060092654665366,0.064871427031812,0.064208588690935,0.060017086646148,0.060153133536157,0.049216229462726,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00056935006515,0.00054877608924,0.000406115670577,0.000350251621912,0.000322567160355,0.000274104746485,0.000283117917324,0.000266106565515,0.000230848053534,0.000265608870626,0.000291240299908,0.000271292139607,0.000240588515261,0.000280112324463,0.000293932327774,0.00028697256316,0.00029264255888,0.000277620133666,0.000228701232719,0.000220227726075,,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000421372759164,0.000424633316689,0.000413526582621,0.000459057761045,0.000523904728274,0.000574545111643,0.000582996462706,0.000665707254712,0.000731638606028,0.000683319375371,0.000590760394671,0.000643255486626,0.00068463413804,0.000744105216935,0.000796464256009,0.000807037260012,0.00080514853385,0.000789598775997,0.000787664923974,0.000927296164289,,
Lebanon,,,,,,,,,,,,0.000066636792973,0.000064970657394,0.000053399828472,0.000065213543713,0.000064189312582,0.000063737497943,0.000063481175451,0.000063196111956,0.000063959262109,0.000063549912368,0.000063100612608,0.000056562298096,0.00005337512962,0.000053815815311,0.000053568191924,0.000052851437879,0.000054492234758,0.000054275453751,0.000051699459815,0.00004844775354,0.000049911419499,0.000053376709036,0.000052544788155,0.000054945613394,0.000052009342259,0.000053533107082,0.000055739919663,0.000052895706596,0.000042114257515,0.000044686610931,0.000041897729182,0.000049437198462,0.000064136213127,0.000058442107412,0.000056541276571,0.000048919854437,0.000046483905669,0.000039791068452,0.000041330810891,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,0.066115011945303,0.052939623910985,0.049711583559969,0.033920796902112,0.031949650446066,0.039731027873887,0.040326650600864,0.037207264688432,0.037524247918837,0.031521077048645,0.019997916634281,0.017870027710498,0.016379537757592,0.015863578848922,0.014863462033492,0.014328517111798,0.01354352419882,0.014095729569585,0.014383311626357,0.016881630902496,0.018470753309957,0.017290879540219,0.016114018765158,0.015991230622905,0.015941011420083,0.015575570391956,0.015306154258186,0.01552354949672,0.013495373295491,0.013924898909216,0.013493614422419,0.012124173650556,0.013987514126353,0.015258006434691,0.01636788302495,0.016991075612794,0.016217725462486,0.016349233123348,0.013913490370796,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001335463447235,0.001332148579201,0.001185132399064,0.001049821347199,0.00073795503168,0.00106000599597,0.00124592652032,0.00113568175363,0.00130003386091,0.001038559118571,0.000960333460189,0.0012251399721,0.001461018968912,0.001557806838653,0.001515206901977,0.001147588756548,0.001025846296016,0.001125056413902,0.001146803722485,0.001260368675318,,
Luxembourg,0.000005477672117,0.00001545377738,0.000012056375237,0.000000529273111,0.000019628548735,0.000025682870545,0.000023210831721,0.000024927014824,0.000025115250631,0.000021696416381,0.000024340770791,0.000013807800093,0.000016118568071,0.00001150226659,0.000020071140355,0.000017010441391,0.000010951198514,0.000066881922635,0.000066592375528,0.000071783117033,0.000080783615903,0.000083088870899,0.000078609063905,0.000077835663215,0.000084552044864,0.000083634201944,0.000070844878917,0.000090980189102,0.000097834550334,0.000093192795678,0.000075551183684,0.00007908387448,0.000116662145771,0.000111527869978,0.000112786333635,0.000109341336173,0.000090413835313,0.000101346114867,0.000124830674293,0.000124096133751,0.000131538883697,0.000132434148106,0.000126600313402,0.000130210153694,0.000147837156899,0.000193183682308,0.000197327668787,0.000198907326671,0.000208005242604,0.000213281970593,0.000204897841749,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000658250726817,0.000701284706367,0.000794053555226,0.000778429011754,0.000774408175757,0.000812512350495,0.000794669086999,0.000752395115669,0.000877270874782,0.00081582347997,0.000763874309327,0.000781266569944,0.000748203367033,0.000821794745981,0.000785921962146,0.000774399210248,0.000791657836092,0.000734192024892,0.000791222416888,0.000781646845125,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,,,,,,,,,,,,0.00042656067929,0.000525257354933,0.000508138993046,0.00046842049249,0.000542000981748,0.000795743543086,0.000852911018448,0.001134856011121,0.001393567240332,0.001315986468474,0.001198673732551,0.001363407943086,0.001817947485335,0.002175634494193,0.002169890151886,0.002479026944787,0.002459187108892,0.002552864590586,0.002662198170794,0.002678002139872,0.002821697760514,0.00282238952573,0.002864300679606,0.002886701882255,0.003115148539077,0.003297572817225,0.003382461326468,0.003342834710602,0.003184936148798,0.003251651970973,0.00321912585223,0.003283573012683,0.003349422574072,0.003456595238857,0.003505452650801,0.003394548776217,0.003332148934784,0.003385857389031,0.003209133829194,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
