"Energy production, per person (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000381975474209,0.000338400028789,0.00029993562264,0.000303419876382,0.000270113820738,0.00023009836195,0.000229844920102,0.000209298253493,0.000210525748232,0.000226477114045,0.000204843598706,0.000206715606216,0.000216539509871,0.000231411057196,0.00023340322197,0.000239572989692,0.000232844478326,0.000238306099576,0.000222377296524,0.000221375595388,,
Tanzania,,,,,,,,,,,,0.000489322281779,0.000474615674757,0.000461180911247,0.000449306631313,0.000439567117015,0.000427256253166,0.000416253339317,0.000406480779473,0.000397718978591,0.000390453943368,0.000386275644304,0.00038213619482,0.000378537592491,0.000375004437604,0.000372016391214,0.000368487478972,0.000365342540575,0.000362201298543,0.000359154088401,0.000355726106607,0.000351831689416,0.000347010312186,0.000343638860122,0.000339148478182,0.000336000368959,0.000333469684962,0.000329634295536,0.000346703913847,0.00036412567225,0.000372837651247,0.000382485754175,0.000389016488777,0.000392437743965,0.000398374930856,0.000406477588641,0.00040978850384,0.000412717873945,0.000413324728805,0.000414607251628,,
Thailand,,,,,,,,,,,,0.000207682350562,0.000203737136365,0.000202964481523,0.000212385519821,0.000238537986126,0.000244093577081,0.000247693870269,0.000237311351328,0.00025203889222,0.000235505782608,0.000249556786589,0.000273575492985,0.000222283349029,0.000255958824142,0.000316278289013,0.000328267981398,0.000356848439475,0.000387656801382,0.000432313399173,0.000465690951604,0.000513219639913,0.000530002480508,0.000515000048491,0.000536081201231,0.00055648146911,0.000616533976097,0.000656830372106,0.000643434439906,0.000665382656398,0.000697215608911,0.0006762037719,0.000709480577234,0.000752475119541,0.000774304230116,0.000824023583865,0.000845075217554,0.000884508585855,0.000943237123957,0.000898102748398,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,0.00028363417208,0.000282445983285,0.000282040872219,0.000279793093173,0.000280592642024,0.000281187348773,0.000284498875334,0.000286005444167,0.000282067922097,0.000281472154593,0.000280675251922,0.000279945754232,0.000276909034378,0.000276306922744,0.000276247284764,0.000276168500794,0.000281589189465,0.000281483927912,0.000282708123784,0.000287608896882,0.000297245814155,0.000304675807587,0.000315566348771,0.000321709278187,0.000332159994439,0.000337956651139,0.000340507970273,0.000345192951471,0.000370151592623,0.000368141342951,0.000366219650185,0.000366534882068,0.00036722774828,0.00036722952843,0.000369922840864,0.000368702698128,0.000371241493834,0.00037013074802,0.000371261156866,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,0.008334708017662,0.008878885655493,0.010051459770161,0.01087420597209,0.012081795171011,0.011980807394132,0.012885141330666,0.013056773144606,0.012210011874022,0.012187596920794,0.011136448366417,0.010896766867032,0.010045144753191,0.010701360927616,0.010928844964975,0.010583578056594,0.01005734010642,0.010348022517033,0.01021227923195,0.010376107985724,0.009989595117923,0.010014344038069,0.009305795318393,0.009793151636073,0.009651180433836,0.010167645373649,0.010081769714456,0.010826455678026,0.012496711791625,0.015473164517382,0.015913636637002,0.018399269808294,0.023727348945114,0.025206780444705,0.027698168446372,0.032394594741968,0.032558826014278,0.032103501021757,0.032929092624756,,
Tunisia,,,,,,,,,,,,0.000890124957791,0.000852579886713,0.000836211927647,0.000883825418591,0.000953062682134,0.000773478041708,0.000860615065379,0.000956649310509,0.001037333590784,0.001033353559156,0.000977214017659,0.000919094468332,0.000956664379914,0.000927463738022,0.000893702098437,0.000848425110626,0.000795971329339,0.00077030918825,0.00075900366682,0.00069722210692,0.00075954139095,0.000774309744582,0.000660868155532,0.00062075337375,0.000596467492725,0.000652568369266,0.000693471696095,0.000731858211086,0.00071901800886,0.000701558366928,0.000695101416201,0.000696012634184,0.000663648276415,0.000693381267533,0.00067406407957,0.000661992734556,0.000779978377883,0.000736968038,0.000753631251984,,
Turkey,0.000332777319671,0.000328236399849,0.000328240441734,0.000335985200997,0.000340660183826,0.000352147382127,0.000375771179607,0.000395653384373,0.000398337055926,0.000404349038452,0.000394477912315,0.000380983445345,0.000408016960467,0.000409791455006,0.000410187463496,0.000410811158874,0.000410665668415,0.000410121362038,0.000417340588128,0.000403780206958,0.000388556378456,0.000400211185427,0.000410494478476,0.000407830421236,0.000418761138569,0.000442511269821,0.000466568689819,0.000487356344761,0.000474301796614,0.000481881306977,0.000476900687061,0.000465452066576,0.000470484944604,0.000459503116468,0.000454159210073,0.00044988060661,0.000453372554816,0.000459977200614,0.000470838823728,0.000438494654618,0.00040638032125,0.000378266597427,0.000368468679563,0.00035558439277,0.00035859869977,0.000351187087143,0.000381502957465,0.000389659078138,0.000408588874274,0.000421455859079,0.000416300592455,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020410186477644,0.019648247378955,0.012576627658152,0.014383509727281,0.008021170491016,0.007840414659946,0.007698855352662,0.004566455742182,0.004121350726789,0.005917732103482,0.010211871412104,0.011070477050849,0.011491378109095,0.012597275507798,0.01231239632505,0.012876839336801,0.012492980097034,0.013545888805216,0.013909086417604,0.008214280779939,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002629320730401,0.002295756150734,0.002162889456833,0.001946807500605,0.001701502472856,0.001596395422674,0.00145067014818,0.001484624227979,0.001495713037222,0.00153028099887,0.001563372948163,0.001575165485279,0.001597782936706,0.001667771831317,0.001696451970111,0.001725543218069,0.001781591617941,0.001763103548456,0.001767466086839,0.001682459218537,,
United Arab Emirates,,,,,,,,,,,,0.19368624990368,0.185198561021842,0.19871234392617,0.183552591890283,0.158244194589489,0.155387929018722,0.139756917497834,0.11421253461584,0.102847419485622,0.088773398292509,0.075537701219518,0.061353248322008,0.054429207877268,0.050274540464891,0.047002011119348,0.051251692343441,0.052816056625145,0.05194379046918,0.059136874923942,0.060928967147727,0.066649041895223,0.06651227275774,0.06187800136117,0.059814784279304,0.058347065984427,0.057422449143749,0.05636114580661,0.054775304418767,0.049273414432258,0.051558897982555,0.048365782805832,0.04577261251529,0.0480247615452,0.046776890205197,0.042844983067316,0.039705336875752,0.03431544946195,0.030131013757401,0.024326896739573,,
United Kingdom,0.002185023811121,0.00214368650086,0.002215609636035,0.002189794673077,0.002158502817591,0.002110765302434,0.001988658290176,0.001987195792179,0.001933013999372,0.001837192150852,0.001821117274944,0.001967193722036,0.001805757726161,0.001934959087634,0.001828461800986,0.002040756016129,0.002249697932621,0.002748455306833,0.002973876380424,0.003427931118729,0.003513985335527,0.003682627918332,0.00393395039746,0.004139000861078,0.003636855672195,0.004214197882163,0.004369543599949,0.004268999665185,0.004111042388766,0.003663781067788,0.003635412623037,0.003743065760457,0.003736865689329,0.00387314498813,0.004229375467551,0.004440410288702,0.004624344507805,0.004600233413698,0.004648823487392,0.004799345279106,0.004628083271296,0.004439211150173,0.004354567952182,0.004137353438332,0.003768081276852,0.003410595769192,0.003087439038228,0.002899248377166,0.002722567883522,0.002577556284788,0.002412391100783,
United States,0.00517833768587,0.005144896286286,0.005284724035699,0.005458926016138,0.005586270448062,0.005701325029214,0.005964858407866,0.006359995356911,0.006519983785095,0.006607449282657,0.006926423166115,0.006796207261746,0.006867855593203,0.006767996114194,0.006579270981958,0.00642441623336,0.006413244831624,0.006472251208046,0.006505083513634,0.006703836782193,0.006758455307152,0.006670344884825,0.006529031268433,0.006207563613362,0.006651448451398,0.006508597109871,0.006397782397114,0.006469147823142,0.006516302640272,0.006443510796683,0.006522896002112,0.006419401359481,0.00637920998744,0.006124627639329,0.006291467834278,0.00623005450168,0.006229807919142,0.006144974867165,0.006117519376123,0.005979835995721,0.00590196657436,0.005913718334572,0.005739885945759,0.005610482809477,0.005595886978279,0.005495050389007,0.005522531407012,0.005521140331863,0.005579862997973,0.005480904979168,0.005608881803385,
Uruguay,,,,,,,,,,,,0.000184435420931,0.000174625115307,0.000190631704418,0.000185833304408,0.000184053388167,0.00018904802188,0.000203190176059,0.00020681162213,0.000195378003947,0.000262881074889,0.000285766678119,0.00030813668807,0.000375711069333,0.00037850119573,0.00037012408138,0.00040748950147,0.000406502883775,0.000333717276054,0.000291297913611,0.000369451890276,0.000347735329624,0.000399700113226,0.000375477764645,0.000368382816586,0.000314368271276,0.000301909080716,0.000319456360855,0.000374912810868,0.000278205116576,0.000309671455765,0.000363964256604,0.000372117584191,0.000350062471337,0.000256680457173,0.000306946004083,0.000235884164786,0.000367387412128,0.000413863316644,0.000452403071313,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001883600042271,0.001886840142356,0.001895727742553,0.001946859651191,0.002052106689024,0.00212287124809,0.002102469597111,0.002159907605857,0.002254608914577,0.002248837008482,0.002217704468225,0.002216458939444,0.00222451346048,0.002208333379104,0.002222478729345,0.002173489042106,0.002230820346087,0.002255934264301,0.002313162208795,0.00223730112983,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,0.019004612818136,0.016803317581993,0.017183587551947,0.01482150186379,0.011408094476965,0.010874122487248,0.010367371577719,0.009706765104964,0.010291793065196,0.00931557620695,0.008807653115076,0.007885295041923,0.00734735230152,0.00731097914822,0.006677681245658,0.006932455822704,0.006858370569798,0.006951631027003,0.006846706146357,0.007557805754045,0.008160749243221,0.008038096347155,0.008286740712197,0.008453527822388,0.008948710203432,0.009887270276767,0.010215802338981,0.009914048584852,0.008842937346326,0.009079204161407,0.008745667422161,0.008048101168757,0.006952386179369,0.008330557518448,0.008751385663477,0.008621963084806,0.007629359883424,0.007412662147017,0.007136452204465,,
Vietnam,,,,,,,,,,,,0.000309074650369,0.000296380101522,0.000307966188183,0.000319762281244,0.000333910349966,0.000339316672783,0.000347161429321,0.000346532588008,0.000342303280853,0.00033992200233,0.000346832240787,0.000347300138406,0.000344667381248,0.000329910686308,0.000333134584608,0.00033699086171,0.000338460138903,0.000346902229896,0.00035330571896,0.00036826916587,0.000391156290273,0.000411063274236,0.000428025644718,0.000436968641447,0.000466553628548,0.000502193232446,0.000532749798719,0.00057055079392,0.000585353944881,0.000610811649507,0.000628683281344,0.000660427866243,0.000668284571514,0.000792994227927,0.000838242991965,0.000862836236158,0.000865755855484,0.000830691957149,0.000881946875447,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,0.000007812820756,0.000007930568778,0.000007811234421,0.000007887947441,0.000007922677158,0.000007912949705,0.000007864984457,0.000007786263587,0.000007686792861,0.000007574151876,0.000007449205211,0.000007313474668,0.000007173219979,0.000007034744544,0.000007047801751,0.000042030019641,0.00009536108773,0.000733957315715,0.000792654237915,0.000785385575361,0.000823034322964,0.000676974830996,0.000789949649746,0.001166381503447,0.001141157032017,0.001111754068739,0.001126824543238,0.001114252386066,0.001147364028485,0.001242996603432,0.00121004660679,0.001180444385112,0.001128212058779,0.001030410338659,0.000990271515663,0.000879990623856,0.00075270098542,0.000674913790608,0.000652495171726,,
Zambia,,,,,,,,,,,,0.000629160363396,0.000688462180634,0.000681002323367,0.00071010936816,0.000707970299505,0.000713291835866,0.000724988487292,0.000703199983437,0.000696620179161,0.000697565004636,0.000696384807669,0.000705542886615,0.00067963342316,0.00067604723239,0.000675608614087,0.000671407813347,0.000640140361791,0.000645149488304,0.000613576420898,0.000625673643676,0.000632503806409,0.000610500480024,0.00061921919648,0.00060483303095,0.000599987263797,0.000583964231994,0.000582951374584,0.000582583682106,0.000581961395117,0.000580804390543,0.000580777381439,0.000581175279757,0.000581024168284,0.000575016292273,0.000577648242749,0.000577970239415,0.000572605899572,0.00056819834095,0.000569118952862,,
Zimbabwe,,,,,,,,,,,,0.000947578684153,0.000901366981784,0.00091585644717,0.000913006088605,0.000868388852334,0.000899950534946,0.000853647796668,0.000822963052643,0.000815980970424,0.000794707099823,0.000750832700803,0.000740815899948,0.000726010815207,0.000714591773641,0.000726822045923,0.000741672397145,0.000802123847678,0.000789315408754,0.000786667136058,0.000816647820913,0.000835346892484,0.000820129405789,0.00076679257653,0.000737774754592,0.000717227401696,0.000694231996697,0.00066668963992,0.000672346800316,0.000703189443554,0.000688928561921,0.000684318786101,0.000685567440006,0.000681540948847,0.000683515325638,0.000704783493916,0.000692617713736,0.000691426456255,0.000685276997397,0.000683852851597,,
